"AIC","BIC","R2_conditional","R2_marginal","ICC","RMSE","Sigma","dv","iv","dframe","Log_loss","Score_log","Score_spherical"
88481.8003092142,88540.0504268967,0.629643732052913,0.0179407976517756,0.622877860050067,14.2732930431997,14.3859073152788,"valence","lockscreen_time","p_thresh_2000_by_sample",NA,NA,NA
3753.25344706873,3804.22230004092,0.495655741423639,0.0428602033827548,0.473071477793702,0.207610647072212,1,"stress","recording_duration","p_thresh_2000_by_sample",0.156200529225906,-Inf,0.00472643534692164
3757.96673348273,3808.93558645492,0.495630950449225,0.0423832563126832,0.473308029673025,0.207595340249127,1,"stress","movement_episodes","p_thresh_2000_by_sample",0.156414799304659,-30.1216036555864,0.00471052904893218
3757.92967251382,3808.89852548601,0.495217122260028,0.0423924775974529,0.472870809876765,0.207596292619058,1,"stress","mo_ep_mean_speed_mean","p_thresh_2000_by_sample",0.156423124599235,-30.1209772314828,0.00471147593838003
3757.79866764512,3808.76752061731,0.49530799514982,0.0423906243428602,0.472966725598477,0.20759964220209,1,"stress","mo_ep_sd_abs_jerk_mean","p_thresh_2000_by_sample",0.156414481682566,-30.1220026812552,0.00471315290925409
3757.94372658217,3808.91257955436,0.495720432841509,0.0423870930326885,0.473399362634421,0.207594147750294,1,"stress","mo_ep_sd_angle_mean","p_thresh_2000_by_sample",0.156411799867636,-30.1218493119261,0.00471116694719461
3757.64348330168,3808.61233627387,0.494523810744066,0.0427293859217519,0.471961029804875,0.207591842867877,1,"stress","mo_ep_mean_angle_sd","p_thresh_2000_by_sample",0.156429915759062,-30.1205661116607,0.00469327542852876
3757.56179442401,3808.5306473962,0.495477891206077,0.0428300051724023,0.472902293719732,0.207594068829214,1,"stress","mo_ep_mean_x_flips","p_thresh_2000_by_sample",0.156403867568502,-Inf,0.00468345801544433
3757.8199246704,3808.78877764259,0.495998951662322,0.0424985145002847,0.47362896458104,0.207581882339779,1,"stress","no_movement","p_thresh_2000_by_sample",0.156400294953974,-30.1229706527573,0.00470628441127324
3757.96776504073,3808.93661801292,0.495632235398914,0.0423762196303387,0.473313241650713,0.20759539777937,1,"stress","lockscreen_time","p_thresh_2000_by_sample",0.15641476042658,-30.1215950108858,0.00471165692059913
90997.564006635,91055.8141243175,0.538209098611651,0.0127637822820941,0.532238695156642,16.095111918605,16.2212376622429,"arousal","recording_duration","p_thresh_3000_by_sample",NA,NA,NA
90997.829898463,91056.0800161455,0.538054369512226,0.0128702301930508,0.532031507287926,16.0954172991178,16.2215431059094,"arousal","movement_episodes","p_thresh_3000_by_sample",NA,NA,NA
90988.8948428972,91047.1449605797,0.536744632217915,0.0138907962298363,0.530219000075312,16.0896470757479,16.2157076562517,"arousal","mo_ep_mean_speed_sd","p_thresh_3000_by_sample",NA,NA,NA
90995.6892524631,91053.9393701456,0.53798403678568,0.0131479822072073,0.531828526583275,16.0939164142088,16.2200282461846,"arousal","mo_ep_sd_abs_jerk_mean","p_thresh_3000_by_sample",NA,NA,NA
90998.2432757922,91056.4933934747,0.538155823261344,0.012827113917742,0.53215471854018,16.0956641600909,16.2217932575516,"arousal","mo_ep_sd_angle_mean","p_thresh_3000_by_sample",NA,NA,NA
90991.7587691814,91050.0088868639,0.537461024520219,0.0136757338965088,0.531047758454674,16.0913697021117,16.2174529416487,"arousal","mo_ep_mean_angle_sd","p_thresh_3000_by_sample",NA,NA,NA
90998.1117108429,91056.3618285254,0.538233524210645,0.0128382083137797,0.532228172039977,16.0955279440795,16.2216567852059,"arousal","mo_ep_mean_x_flips","p_thresh_3000_by_sample",NA,NA,NA
90997.1455998955,91055.395717578,0.537877798060598,0.0129263567331767,0.531826014105736,16.0950094380385,16.2211297839279,"arousal","lockscreen_time","p_thresh_3000_by_sample",NA,NA,NA
88485.8057614367,88544.0558791192,0.629760104407092,0.0176793923191483,0.623096682795852,14.2758508804561,14.3884868791836,"valence","recording_duration","p_thresh_3000_by_sample",NA,NA,NA
88488.6061064458,88546.8562241283,0.629841579169504,0.0174633464650208,0.623262481355034,14.2776331531313,14.3902844750552,"valence","movement_episodes","p_thresh_3000_by_sample",NA,NA,NA
88488.6896531375,88546.93977082,0.629623194618205,0.0174974668956289,0.623027124203404,14.2778019534384,14.3904529321524,"valence","mo_ep_mean_speed_sd","p_thresh_3000_by_sample",NA,NA,NA
88486.9103322318,88545.1604499143,0.629674369967763,0.0177105329764192,0.622997453943638,14.2766330949934,14.3892745503826,"valence","mo_ep_sd_abs_jerk_mean","p_thresh_3000_by_sample",NA,NA,NA
88487.60612822,88545.8562459025,0.629804719977544,0.0175648242917954,0.623186049139991,14.2770050283291,14.3896507770519,"valence","mo_ep_sd_angle_mean","p_thresh_3000_by_sample",NA,NA,NA
88485.6442794213,88543.8943971038,0.629286754036204,0.0180927463915911,0.622455945201074,14.2760517449813,14.3886846557732,"valence","mo_ep_mean_angle_sd","p_thresh_3000_by_sample",NA,NA,NA
88487.2131118774,88545.4632295599,0.629983700926611,0.0175812103074722,0.623361948126832,14.2766589587038,14.3893033165015,"valence","mo_ep_mean_x_flips","p_thresh_3000_by_sample",NA,NA,NA
88481.8003092142,88540.0504268967,0.629643732052913,0.0179407976517756,0.622877860050067,14.2732930431997,14.3859073152788,"valence","lockscreen_time","p_thresh_3000_by_sample",NA,NA,NA
3753.25344706873,3804.22230004092,0.495655741423639,0.0428602033827548,0.473071477793702,0.207610647072212,1,"stress","recording_duration","p_thresh_3000_by_sample",0.156200529225906,-Inf,0.00472643534692164
3757.96815795386,3808.93701092605,0.495650027014881,0.0423846652366836,0.473327175666235,0.207594616810864,1,"stress","movement_episodes","p_thresh_3000_by_sample",0.156414467161817,-30.1216240967715,0.00471091542315392
3757.8993037928,3808.86815676499,0.496494333775469,0.0424320383578125,0.474182839867533,0.207583608113249,1,"stress","mo_ep_mean_speed_sd","p_thresh_3000_by_sample",0.156392655922764,-30.1233543901441,0.00471190522996783
3757.09954957215,3808.06840254434,0.494984049053801,0.0424848424409564,0.472576546742491,0.207601673793547,1,"stress","mo_ep_sd_abs_jerk_mean","p_thresh_3000_by_sample",0.156390605801035,-Inf,0.00471348273353124
3757.42897944545,3808.39783241764,0.495670309052172,0.0425593510614789,0.473252267378704,0.207569897226724,1,"stress","mo_ep_sd_angle_mean","p_thresh_3000_by_sample",0.15639147498218,-Inf,0.00471020589005026
3757.78742812399,3808.75628109618,0.494871627773077,0.0426140660794715,0.472387932253814,0.207589395559549,1,"stress","mo_ep_mean_angle_sd","p_thresh_3000_by_sample",0.156427017781421,-30.1207206498693,0.00469889673912967
3757.68241739885,3808.65127037104,0.49561018619267,0.0427200964407778,0.473101010548765,0.207594802556348,1,"stress","mo_ep_mean_x_flips","p_thresh_3000_by_sample",0.156405380965151,-30.1226599292608,0.00469050204849675
3757.96776504073,3808.93661801292,0.495632235398914,0.0423762196303387,0.473313241650713,0.20759539777937,1,"stress","lockscreen_time","p_thresh_3000_by_sample",0.15641476042658,-30.1215950108858,0.00471165692059913
90996.3843845722,91054.6345022547,0.538200109243401,0.0126811715058165,0.532268728774355,16.0942123655917,16.2203312910124,"arousal","recording_duration","p_thresh_1000_by_participant",NA,NA,NA
90997.995003692,91056.2451213745,0.538143957304203,0.0128369993577295,0.532138013281187,16.0954865831058,16.2216141051498,"arousal","mo_ep_mean_episode_duration","p_thresh_1000_by_participant",NA,NA,NA
90997.2142158305,91055.464333513,0.538245660794916,0.0129962178657942,0.532165582783655,16.0948871530387,16.2210102811705,"arousal","mo_ep_mean_total_dist","p_thresh_1000_by_participant",NA,NA,NA
90997.582041328,91055.8321590105,0.538186349774221,0.0128826772879192,0.532159309131606,16.0951661545475,16.2212913488593,"arousal","mo_ep_sd_total_dist","p_thresh_1000_by_participant",NA,NA,NA
90994.7594086205,91053.009526303,0.5383787560105,0.0132590062923356,0.532175872966456,16.0930417605343,16.2191505396787,"arousal","mo_ep_mean_speed_mean","p_thresh_1000_by_participant",NA,NA,NA
90993.4079125923,91051.6580302748,0.538385945709283,0.0131644323448389,0.532227992767258,16.0920020929536,16.2181033105478,"arousal","mo_ep_sd_abs_jerk_mean","p_thresh_1000_by_participant",NA,NA,NA
90996.1378261267,91054.3879438092,0.538287358618027,0.0130838384663362,0.532166298032375,16.0940798979646,16.2201967069026,"arousal","mo_ep_mean_angle_mean","p_thresh_1000_by_participant",NA,NA,NA
90997.8839102623,91056.1340279448,0.538157715021256,0.0128366087075045,0.532152135044176,16.0953960744566,16.2215230426608,"arousal","mo_ep_sd_angle_sd","p_thresh_1000_by_participant",NA,NA,NA
90997.4022869667,91055.6524046492,0.538218841954854,0.0129334739346711,0.532168150929087,16.0950268263089,16.2211510773131,"arousal","mo_ep_mean_y_flips","p_thresh_1000_by_participant",NA,NA,NA
90998.0580228436,91056.3081405261,0.538155444913025,0.0128761025046717,0.532131117219599,16.0955374539867,16.2216651992002,"arousal","no_movement","p_thresh_1000_by_participant",NA,NA,NA
90996.808038918,91055.0581566005,0.538223596746533,0.0129449665909089,0.532167520934894,16.094581671589,16.2207024313593,"arousal","lockscreen_episodes.","p_thresh_1000_by_participant",NA,NA,NA
88486.1763085629,88544.4264262454,0.629883895942616,0.0177894958184274,0.623180466425796,14.2760568846912,14.3886951807709,"valence","recording_duration","p_thresh_1000_by_participant",NA,NA,NA
88488.4330557524,88546.6831734349,0.629807231634316,0.0175295194958167,0.623202146312112,14.2775470913393,14.3901973201867,"valence","mo_ep_mean_episode_duration","p_thresh_1000_by_participant",NA,NA,NA
88488.2229929208,88546.4731106033,0.629864252431367,0.0176626598303642,0.623209123349912,14.277404106415,14.3900531929931,"valence","mo_ep_mean_total_dist","p_thresh_1000_by_participant",NA,NA,NA
88487.5754488562,88545.8255665387,0.629850029208919,0.0175876051348468,0.623223431701625,14.2769665941667,14.3896123525179,"valence","mo_ep_sd_total_dist","p_thresh_1000_by_participant",NA,NA,NA
88488.6673869073,88546.9175045898,0.629775988453947,0.0175180112899987,0.623174759638945,14.2777161456321,14.3903674674001,"valence","mo_ep_mean_speed_mean","p_thresh_1000_by_participant",NA,NA,NA
88486.779880955,88545.0299986375,0.629866763409117,0.0176396432059969,0.62322050759577,14.2764389801117,14.3890805544931,"valence","mo_ep_sd_abs_jerk_mean","p_thresh_1000_by_participant",NA,NA,NA
88488.7348583205,88546.984976003,0.629760488441063,0.017473477436067,0.623176063896184,14.2777603649868,14.3904120672701,"valence","mo_ep_mean_angle_mean","p_thresh_1000_by_participant",NA,NA,NA
88487.4789058767,88545.7290235592,0.629803581369186,0.0174862946467129,0.62321500798027,14.2769064496328,14.3895516728464,"valence","mo_ep_sd_angle_sd","p_thresh_1000_by_participant",NA,NA,NA
88488.5462653801,88546.7963830626,0.629811285951835,0.0175534500058388,0.623197094996807,14.2776248393867,14.3902756125458,"valence","mo_ep_mean_y_flips","p_thresh_1000_by_participant",NA,NA,NA
88488.2718636207,88546.5219813032,0.629775663669383,0.0174433641216228,0.623203057399692,14.2774394993289,14.3900888467329,"valence","no_movement","p_thresh_1000_by_participant",NA,NA,NA
88484.1877445,88542.4378621825,0.630011304179249,0.0177944150437768,0.62330829564847,14.2746732020136,14.3873014791731,"valence","lockscreen_episodes.","p_thresh_1000_by_participant",NA,NA,NA
3754.40136054392,3805.37021351611,0.496539655806296,0.0434998197215697,0.473643231256736,0.20763102407844,1,"stress","recording_duration","p_thresh_1000_by_participant",0.156244545933499,-Inf,0.00469151703072748
3757.56353489759,3808.53238786978,0.495807445437479,0.0425522863261396,0.473399385301298,0.207587239317578,1,"stress","mo_ep_mean_episode_duration","p_thresh_1000_by_participant",0.156394474942416,-30.1235848073478,0.00470864069985819
3757.3909334611,3808.35978643329,0.496180676988965,0.0428965305676752,0.473599940756814,0.207583507477985,1,"stress","mo_ep_mean_total_dist","p_thresh_1000_by_participant",0.156382926076547,-Inf,0.00470824000414511
3757.96417308814,3808.93302606033,0.495655226191795,0.0423811548661892,0.473334535581605,0.207593808430978,1,"stress","mo_ep_sd_total_dist","p_thresh_1000_by_participant",0.15641412872742,-30.1216657343779,0.00471123961298157
3757.92379104474,3808.89264401693,0.495765731855478,0.0424856310842557,0.473392478991726,0.207593620356654,1,"stress","mo_ep_mean_speed_mean","p_thresh_1000_by_participant",0.156411238293096,-30.1219272967811,0.00471117052767078
3757.94557724382,3808.91443021601,0.495649291132263,0.0423803987408565,0.473328753709112,0.207597928706751,1,"stress","mo_ep_sd_abs_jerk_mean","p_thresh_1000_by_participant",0.156413380807223,-30.1217676786526,0.00471102702354627
3757.88093412108,3808.84978709327,0.495608380742377,0.0423479452352011,0.473303882398599,0.20760430889011,1,"stress","mo_ep_mean_angle_mean","p_thresh_1000_by_participant",0.156410853184585,-30.1219576997086,0.00471027131962468
3757.46454208146,3808.43339505365,0.496016253007134,0.0427504881548187,0.473508483674864,0.207576569909699,1,"stress","mo_ep_sd_angle_sd","p_thresh_1000_by_participant",0.156387927645793,-30.1238656292139,0.00470684279067728
3757.35531702003,3808.32416999222,0.495972037178022,0.0427146221194302,0.473482020651045,0.207571676457837,1,"stress","mo_ep_mean_y_flips","p_thresh_1000_by_participant",0.156383381225943,-Inf,0.00470675728511594
3757.51304070007,3808.48189367226,0.495618677384352,0.0423893599190469,0.473291856309148,0.207571947183803,1,"stress","no_movement","p_thresh_1000_by_participant",0.156394100004064,-30.1236042712649,0.00470646052939636
3757.62006898529,3808.58892195748,0.495703112039244,0.0424632578383516,0.473339386619984,0.20756500337531,1,"stress","lockscreen_episodes.","p_thresh_1000_by_participant",0.156398274343197,-30.123042774142,0.00470718220888815
90996.3843845722,91054.6345022547,0.538200109243401,0.0126811715058165,0.532268728774355,16.0942123655917,16.2203312910124,"arousal","recording_duration","p_thresh_2000_by_participant",NA,NA,NA
90997.8852267395,91056.135344422,0.538166100722305,0.0128871495874566,0.532136676080469,16.0954049706168,16.2215318384052,"arousal","movement_episodes","p_thresh_2000_by_participant",NA,NA,NA
90995.919527234,91054.1696449165,0.538320047295629,0.0131747718084388,0.532156313483758,16.0939213682855,16.2200368249643,"arousal","mo_ep_mean_speed_mean","p_thresh_2000_by_participant",NA,NA,NA
90994.4799334535,91052.730051136,0.538353883710941,0.0131721466463436,0.532191846105487,16.0928241062035,16.2189313568575,"arousal","mo_ep_sd_abs_jerk_mean","p_thresh_2000_by_participant",NA,NA,NA
90998.082878058,91056.3329957405,0.538146520419274,0.0128332805658534,0.532142372217061,16.0955502314363,16.2216782989051,"arousal","mo_ep_sd_angle_mean","p_thresh_2000_by_participant",NA,NA,NA
90991.2021616587,91049.4522793412,0.538570621977468,0.0134355190276529,0.532286650369013,16.0903189515267,16.2164076139224,"arousal","mo_ep_mean_angle_sd","p_thresh_2000_by_participant",NA,NA,NA
90997.6538384894,91055.9039561719,0.538182067667143,0.0128492155612305,0.532170829813586,16.0952140329347,16.2213397803873,"arousal","mo_ep_mean_x_flips","p_thresh_2000_by_participant",NA,NA,NA
90997.8108055007,91056.0609231832,0.538170546590998,0.012910174291111,0.532130266789717,16.0953524599126,16.2214788442859,"arousal","no_movement","p_thresh_2000_by_participant",NA,NA,NA
90996.808038918,91055.0581566005,0.538223596746533,0.0129449665909089,0.532167520934894,16.094581671589,16.2207024313593,"arousal","lockscreen_episodes.","p_thresh_2000_by_participant",NA,NA,NA
88486.1763085629,88544.4264262454,0.629883895942616,0.0177894958184274,0.623180466425796,14.2760568846912,14.3886951807709,"valence","recording_duration","p_thresh_2000_by_participant",NA,NA,NA
88488.6371795295,88546.887297212,0.629754947992745,0.0174436271384324,0.623181873087888,14.2776925904641,14.3903438216737,"valence","movement_episodes","p_thresh_2000_by_participant",NA,NA,NA
88488.7236628593,88546.9737805418,0.629765504785612,0.0174898536467635,0.623174888739236,14.2777534642042,14.3904051249788,"valence","mo_ep_mean_speed_mean","p_thresh_2000_by_participant",NA,NA,NA
88487.6611956906,88545.9113133731,0.629840502614053,0.0176295694999235,0.623197639206712,14.2770359988535,14.3896821464392,"valence","mo_ep_sd_abs_jerk_mean","p_thresh_2000_by_participant",NA,NA,NA
88488.2814675668,88546.5315852493,0.629754639175427,0.0174420459222836,0.623182165196448,14.2774559447335,14.3901052668612,"valence","mo_ep_sd_angle_mean","p_thresh_2000_by_participant",NA,NA,NA
88486.7480869295,88544.998204612,0.629951494779975,0.0178204259959788,0.623237425197655,14.2764097112929,14.3890511626485,"valence","mo_ep_mean_angle_sd","p_thresh_2000_by_participant",NA,NA,NA
88487.713951087,88545.9640687696,0.629849121667416,0.0175606747945121,0.623232836027647,14.2770542121557,14.3897006858803,"valence","mo_ep_mean_x_flips","p_thresh_2000_by_participant",NA,NA,NA
88488.5730141028,88546.8231317853,0.629759177712672,0.017436771637659,0.623188806989637,14.2776466268872,14.3902975013076,"valence","no_movement","p_thresh_2000_by_participant",NA,NA,NA
88484.1877445,88542.4378621825,0.630011304179249,0.0177944150437768,0.62330829564847,14.2746732020136,14.3873014791731,"valence","lockscreen_episodes.","p_thresh_2000_by_participant",NA,NA,NA
3754.40136054392,3805.37021351611,0.496539655806296,0.0434998197215697,0.473643231256736,0.20763102407844,1,"stress","recording_duration","p_thresh_2000_by_participant",0.156244545933499,-Inf,0.00469151703072748
3757.96830387834,3808.93715685053,0.495663281077212,0.0423881354429142,0.473339107848195,0.207594412322944,1,"stress","movement_episodes","p_thresh_2000_by_participant",0.156414234183238,-30.1216357152147,0.00471130024889197
3757.95582420596,3808.92467717815,0.495719705149938,0.0424400422841154,0.473369483773166,0.207592205723214,1,"stress","mo_ep_mean_speed_mean","p_thresh_2000_by_participant",0.156413120068428,-30.1217563550487,0.00471136124208714
3757.96196438665,3808.93081735884,0.495660081047008,0.0423871714577579,0.473336296339367,0.2075944657578,1,"stress","mo_ep_sd_abs_jerk_mean","p_thresh_2000_by_participant",0.156414001567913,-30.1217004733241,0.00471113746891333
3757.78182391877,3808.75067689096,0.49583437064457,0.0425528816428119,0.473427179748068,0.207592760212287,1,"stress","mo_ep_sd_angle_mean","p_thresh_2000_by_participant",0.156404021413148,-30.1224274666171,0.00471027947603252
3757.96184459635,3808.93069756854,0.495683142788537,0.0424063216053393,0.47334984702811,0.207592424940417,1,"stress","mo_ep_mean_angle_sd","p_thresh_2000_by_participant",0.156413743484371,-30.1216932976264,0.00471132949769551
