"Component","Parameter","Std_Coefficient","CI","CI_low","CI_high","iv","dv","dframe"
"rewb-contextual","(Intercept)",0,0.95,0,0,"lockscreen_episodes.","arousal","3000"
"within","lockscreen_episodes._within",-0.0137257154448713,0.95,-0.0344343695951105,0.00698293870536793,"lockscreen_episodes.","arousal","3000"
"between","lockscreen_episodes._between",-0.150051829735043,0.95,-0.299903286607559,-0.000200372862526877,"lockscreen_episodes.","arousal","3000"
"rewb-contextual","(Intercept)",0,0.95,0,0,"lockscreen_time","arousal","3000"
"within","lockscreen_time_within",-0.01564661044664,0.95,-0.0359787146307817,0.00468549373750172,"lockscreen_time","arousal","3000"
"between","lockscreen_time_between",-0.154622019664143,0.95,-0.304465085846587,-0.00477895348169859,"lockscreen_time","arousal","3000"
"rewb-contextual","(Intercept)",0,0.95,0,0,"recording_duration","valence","3000"
"within","recording_duration_within",0.0238686112866605,0.95,0.00421106873060677,0.0435261538427142,"recording_duration","valence","3000"
"between","recording_duration_between",-0.0139992484136953,0.95,-0.165842398345947,0.137843901518556,"recording_duration","valence","3000"
"rewb-contextual","(Intercept)",0,0.95,0,0,"movement_episodes","valence","3000"
"within","movement_episodes_within",-0.00242376035704141,0.95,-0.0268545491708501,0.0220070284567673,"movement_episodes","valence","3000"
"between","movement_episodes_between",0.132636167655441,0.95,-0.0172483629879017,0.282520698298784,"movement_episodes","valence","3000"
"rewb-contextual","(Intercept)",0,0.95,0,0,"mo_ep_mean_total_dist","valence","3000"
"within","mo_ep_mean_total_dist_within",-0.00608112329970103,0.95,-0.0280750053375472,0.0159127587381451,"mo_ep_mean_total_dist","valence","3000"
"between","mo_ep_mean_total_dist_between",0.0025501755976981,0.95,-0.147687440875157,0.152787792070553,"mo_ep_mean_total_dist","valence","3000"
"rewb-contextual","(Intercept)",0,0.95,0,0,"mo_ep_sd_total_dist","valence","3000"
"within","mo_ep_sd_total_dist_within",-0.0126187873488303,0.95,-0.0368309694944465,0.0115933947967859,"mo_ep_sd_total_dist","valence","3000"
"between","mo_ep_sd_total_dist_between",0.0916352391050077,0.95,-0.0590251209061053,0.242295599116121,"mo_ep_sd_total_dist","valence","3000"
"rewb-contextual","(Intercept)",0,0.95,0,0,"mo_ep_sd_speed_mean","valence","3000"
"within","mo_ep_sd_speed_mean_within",-0.0151021131553644,0.95,-0.0365386187682847,0.0063343924575559,"mo_ep_sd_speed_mean","valence","3000"
"between","mo_ep_sd_speed_mean_between",-0.13515582042485,0.95,-0.28511623226,0.0148045914103002,"mo_ep_sd_speed_mean","valence","3000"
"rewb-contextual","(Intercept)",0,0.95,0,0,"mo_ep_mean_speed_sd","valence","3000"
"within","mo_ep_mean_speed_sd_within",0.000541817102983537,0.95,-0.0249390336272605,0.0260226678332275,"mo_ep_mean_speed_sd","valence","3000"
"between","mo_ep_mean_speed_sd_between",-0.282135596084859,0.95,-0.427096629501281,-0.137174562668437,"mo_ep_mean_speed_sd","valence","3000"
"rewb-contextual","(Intercept)",0,0.95,0,0,"mo_ep_sd_abs_jerk_sd","valence","3000"
"within","mo_ep_sd_abs_jerk_sd_within",-0.00871988258922622,0.95,-0.0319549179798465,0.014515152801394,"mo_ep_sd_abs_jerk_sd","valence","3000"
"between","mo_ep_sd_abs_jerk_sd_between",-0.16026382050301,0.95,-0.309416506957588,-0.0111111340484319,"mo_ep_sd_abs_jerk_sd","valence","3000"
"rewb-contextual","(Intercept)",0,0.95,0,0,"mo_ep_mean_angle_mean","valence","3000"
"within","mo_ep_mean_angle_mean_within",-0.00238432247254637,0.95,-0.0292017475629619,0.0244331026178692,"mo_ep_mean_angle_mean","valence","3000"
"between","mo_ep_mean_angle_mean_between",-0.269078200974383,0.95,-0.414685873733565,-0.1234705282152,"mo_ep_mean_angle_mean","valence","3000"
"rewb-contextual","(Intercept)",0,0.95,0,0,"mo_ep_sd_angle_mean","valence","3000"
"within","mo_ep_sd_angle_mean_within",-0.0107573194355249,0.95,-0.0313738148977419,0.00985917602669211,"mo_ep_sd_angle_mean","valence","3000"
"between","mo_ep_sd_angle_mean_between",-0.112848004438063,0.95,-0.262863069937924,0.0371670610617981,"mo_ep_sd_angle_mean","valence","3000"
"rewb-contextual","(Intercept)",0,0.95,0,0,"mo_ep_mean_angle_sd","valence","3000"
"within","mo_ep_mean_angle_sd_within",-0.010937309303877,0.95,-0.0391040470381507,0.0172294284303966,"mo_ep_mean_angle_sd","valence","3000"
"between","mo_ep_mean_angle_sd_between",-0.258920443474824,0.95,-0.405024726175457,-0.112816160774191,"mo_ep_mean_angle_sd","valence","3000"
"rewb-contextual","(Intercept)",0,0.95,0,0,"mo_ep_mean_y_flips","valence","3000"
"within","mo_ep_mean_y_flips_within",-0.00487933069877147,0.95,-0.0302137092946609,0.0204550478971179,"mo_ep_mean_y_flips","valence","3000"
"between","mo_ep_mean_y_flips_between",-0.0109978572587149,0.95,-0.161969267962005,0.139973553444575,"mo_ep_mean_y_flips","valence","3000"
"rewb-contextual","(Intercept)",0,0.95,0,0,"movement_distance","valence","3000"
"within","movement_distance_within",-0.0095991962846303,0.95,-0.0351065454280887,0.0159081528588281,"movement_distance","valence","3000"
"between","movement_distance_between",0.0946492974845805,0.95,-0.055833167193836,0.245131762162997,"movement_distance","valence","3000"
"rewb-contextual","(Intercept)",0,0.95,0,0,"no_movement","valence","3000"
"within","no_movement_within",0.0101939088584134,0.95,-0.0165866798547317,0.0369744975715585,"no_movement","valence","3000"
"between","no_movement_between",-0.217536353816216,0.95,-0.365381600078141,-0.0696911075542917,"no_movement","valence","3000"
"rewb-contextual","(Intercept)",0,0.95,0,0,"lockscreen_episodes.","valence","3000"
"within","lockscreen_episodes._within",-0.0243511520499937,0.95,-0.0454749577542762,-0.00322734634571121,"lockscreen_episodes.","valence","3000"
"between","lockscreen_episodes._between",-0.13879161480901,0.95,-0.289057863783764,0.0114746341657446,"lockscreen_episodes.","valence","3000"
"rewb-contextual","(Intercept)",0,0.95,0,0,"lockscreen_time","valence","3000"
"within","lockscreen_time_within",-0.0285682678335305,0.95,-0.0509537000878624,-0.00618283557919865,"lockscreen_time","valence","3000"
"between","lockscreen_time_between",-0.148427640788984,0.95,-0.29828343576963,0.00142815419166166,"lockscreen_time","valence","3000"
