"Component","Parameter","Std_Coefficient","CI","CI_low","CI_high","iv","dv","dframe"
"between","no_movement_between",-0.195404690299732,0.95,-0.344784839801111,-0.0460245407983526,"no_movement","arousal","3000"
"rewb-contextual","(Intercept)",0,0.95,0,0,"lockscreen_episodes.","arousal","3000"
"within","lockscreen_episodes._within",-0.0132918504802219,0.95,-0.0322099825377737,0.00562628157732998,"lockscreen_episodes.","arousal","3000"
"between","lockscreen_episodes._between",-0.154876242531198,0.95,-0.305369280398314,-0.00438320466408289,"lockscreen_episodes.","arousal","3000"
"rewb-contextual","(Intercept)",0,0.95,0,0,"lockscreen_time","arousal","3000"
"within","lockscreen_time_within",-0.016177697594235,0.95,-0.0350950041477021,0.00273960895923205,"lockscreen_time","arousal","3000"
"between","lockscreen_time_between",-0.152864734466143,0.95,-0.303096047405471,-0.00263342152681488,"lockscreen_time","arousal","3000"
"rewb-contextual","(Intercept)",0,0.95,0,0,"recording_duration","valence","3000"
"within","recording_duration_within",0.0238526002411406,0.95,0.00493827885719607,0.0427669216250851,"recording_duration","valence","3000"
"between","recording_duration_between",-0.00594003857953587,0.95,-0.157876281699204,0.145996204540132,"recording_duration","valence","3000"
"rewb-contextual","(Intercept)",0,0.95,0,0,"movement_episodes","valence","3000"
"within","movement_episodes_within",-0.00673992113850821,0.95,-0.0256592640404565,0.0121794217634401,"movement_episodes","valence","3000"
"between","movement_episodes_between",0.132866092169368,0.95,-0.0170177819469053,0.282749966285642,"movement_episodes","valence","3000"
"rewb-contextual","(Intercept)",0,0.95,0,0,"mo_ep_mean_total_dist","valence","3000"
"within","mo_ep_mean_total_dist_within",-0.00738644566920304,0.95,-0.0263057140412893,0.0115328227028832,"mo_ep_mean_total_dist","valence","3000"
"between","mo_ep_mean_total_dist_between",-0.0116629311050485,0.95,-0.162959722018251,0.139633859808154,"mo_ep_mean_total_dist","valence","3000"
"rewb-contextual","(Intercept)",0,0.95,0,0,"mo_ep_sd_total_dist","valence","3000"
"within","mo_ep_sd_total_dist_within",-0.0115651908893071,0.95,-0.0304836799417511,0.00735329816313688,"mo_ep_sd_total_dist","valence","3000"
"between","mo_ep_sd_total_dist_between",0.0925802457407555,0.95,-0.0582805996931734,0.243441091174684,"mo_ep_sd_total_dist","valence","3000"
"rewb-contextual","(Intercept)",0,0.95,0,0,"mo_ep_sd_speed_mean","valence","3000"
"within","mo_ep_sd_speed_mean_within",-0.0161101410894513,0.95,-0.0350274199692164,0.00280713779031383,"mo_ep_sd_speed_mean","valence","3000"
"between","mo_ep_sd_speed_mean_between",-0.135110780195308,0.95,-0.285074500502636,0.0148529401120208,"mo_ep_sd_speed_mean","valence","3000"
"rewb-contextual","(Intercept)",0,0.95,0,0,"mo_ep_mean_speed_sd","valence","3000"
"within","mo_ep_mean_speed_sd_within",0.0025084287217061,0.95,-0.0164113162974195,0.0214281737408317,"mo_ep_mean_speed_sd","valence","3000"
"between","mo_ep_mean_speed_sd_between",-0.285420925081922,0.95,-0.430418432738915,-0.140423417424928,"mo_ep_mean_speed_sd","valence","3000"
"rewb-contextual","(Intercept)",0,0.95,0,0,"mo_ep_sd_abs_jerk_sd","valence","3000"
"within","mo_ep_sd_abs_jerk_sd_within",-0.0118404517866348,0.95,-0.0307589137377137,0.00707801016444406,"mo_ep_sd_abs_jerk_sd","valence","3000"
"between","mo_ep_sd_abs_jerk_sd_between",-0.162203236845495,0.95,-0.311459831601354,-0.0129466420896351,"mo_ep_sd_abs_jerk_sd","valence","3000"
"rewb-contextual","(Intercept)",0,0.95,0,0,"mo_ep_mean_angle_mean","valence","3000"
"within","mo_ep_mean_angle_mean_within",-0.000391514366632374,0.95,-0.0193114771642732,0.0185284484310085,"mo_ep_mean_angle_mean","valence","3000"
"between","mo_ep_mean_angle_mean_between",-0.263473945353913,0.95,-0.409373387949548,-0.117574502758278,"mo_ep_mean_angle_mean","valence","3000"
"rewb-contextual","(Intercept)",0,0.95,0,0,"mo_ep_sd_angle_mean","valence","3000"
"within","mo_ep_sd_angle_mean_within",-0.0129108519710491,0.95,-0.0318290720271096,0.00600736808501148,"mo_ep_sd_angle_mean","valence","3000"
"between","mo_ep_sd_angle_mean_between",-0.115168981443385,0.95,-0.265443272581824,0.0351053096950533,"mo_ep_sd_angle_mean","valence","3000"
"rewb-contextual","(Intercept)",0,0.95,0,0,"mo_ep_mean_angle_sd","valence","3000"
"within","mo_ep_mean_angle_sd_within",-0.0127385641257649,0.95,-0.0316569873766679,0.00617985912513816,"mo_ep_mean_angle_sd","valence","3000"
"between","mo_ep_mean_angle_sd_between",-0.255900337038265,0.95,-0.402061868724406,-0.109738805352124,"mo_ep_mean_angle_sd","valence","3000"
"rewb-contextual","(Intercept)",0,0.95,0,0,"mo_ep_mean_y_flips","valence","3000"
"within","mo_ep_mean_y_flips_within",-0.00657757880733888,0.95,-0.0254969588603331,0.0123418012456554,"mo_ep_mean_y_flips","valence","3000"
"between","mo_ep_mean_y_flips_between",-0.0123478066633573,0.95,-0.163645160781176,0.138949547454461,"mo_ep_mean_y_flips","valence","3000"
"rewb-contextual","(Intercept)",0,0.95,0,0,"movement_distance","valence","3000"
"within","movement_distance_within",-0.01121236711692,0.95,-0.0301309301430044,0.00770619590916433,"movement_distance","valence","3000"
"between","movement_distance_between",0.0920792804196788,0.95,-0.0587298124584035,0.242888373297761,"movement_distance","valence","3000"
"rewb-contextual","(Intercept)",0,0.95,0,0,"no_movement","valence","3000"
"within","no_movement_within",0.0136780602967775,0.95,-0.00523987969618024,0.0325960002897353,"no_movement","valence","3000"
"between","no_movement_between",-0.216784198954059,0.95,-0.364914983316899,-0.068653414591219,"no_movement","valence","3000"
"rewb-contextual","(Intercept)",0,0.95,0,0,"lockscreen_episodes.","valence","3000"
"within","lockscreen_episodes._within",-0.0231091533123654,0.95,-0.042023795198394,-0.00419451142633671,"lockscreen_episodes.","valence","3000"
"between","lockscreen_episodes._between",-0.136657911318611,0.95,-0.286999446510679,0.0136836238734572,"lockscreen_episodes.","valence","3000"
"rewb-contextual","(Intercept)",0,0.95,0,0,"lockscreen_time","valence","3000"
"within","lockscreen_time_within",-0.0285902371213935,0.95,-0.0475021507815561,-0.00967832346123092,"lockscreen_time","valence","3000"
"between","lockscreen_time_between",-0.140559282443516,0.95,-0.29060001345676,0.00948144856972743,"lockscreen_time","valence","3000"
