"AIC","BIC","R2_conditional","R2_marginal","RMSE","Sigma","dv","iv1","iv2","dframe","ICC","Log_loss","Score_log","Score_spherical"
90986.7222491783,91074.0974257021,0.538006728004113,0.0138843968531728,16.0549370425832,16.1935868339109,"arousal","mo_ep_mean_speed_sd","mo_ep_sd_angle_mean","p_thresh_3000_by_sample",0.531501914662333,NA,NA,NA
90990.3812900253,91077.7564665491,0.536647370818031,0.0146343482302713,16.0641484617852,16.1999388712417,"arousal","mo_ep_mean_speed_sd","mo_ep_mean_angle_sd","p_thresh_3000_by_sample",0.529765799782261,NA,NA,NA
90995.9262252297,91083.3014017534,NA,0.029345332710535,16.0888261219064,16.2148820696129,"arousal","mo_ep_mean_speed_sd","mo_ep_mean_x_flips","p_thresh_3000_by_sample",NA,NA,NA,NA
90998.1166810025,91085.4918575263,NA,0.0284427812627438,16.0896467058668,16.2157270303058,"arousal","mo_ep_sd_abs_jerk_mean","mo_ep_mean_x_flips","p_thresh_3000_by_sample",NA,NA,NA,NA
88486.5899645054,88573.9651410292,0.631204204160577,0.0170584004748762,14.2160945632741,14.3530582865276,"valence","mo_ep_mean_speed_sd","mo_ep_sd_angle_mean","p_thresh_3000_by_sample",0.62480395985113,NA,NA,NA
88483.9840458811,88571.3592224049,0.629826848509151,0.018020003267034,14.235997646145,14.3637771749932,"valence","mo_ep_mean_speed_sd","mo_ep_mean_angle_sd","p_thresh_3000_by_sample",0.623033918488758,NA,NA,NA
88488.1011736449,88575.4763501687,0.630744420882964,0.0170329394757201,14.247169183638,14.3712269857026,"valence","mo_ep_mean_speed_sd","mo_ep_mean_x_flips","p_thresh_3000_by_sample",0.624345927807502,NA,NA,NA
88477.8241659442,88565.199342468,0.632069432153915,0.0172667222968593,14.2096068539559,14.3469170310684,"valence","mo_ep_sd_abs_jerk_mean","mo_ep_mean_x_flips","p_thresh_3000_by_sample",0.625604855158647,NA,NA,NA
3760.28373099735,3840.3776428108,0.504691668722251,0.0466976775733288,0.206909874151878,1,"stress","mo_ep_mean_speed_sd","mo_ep_sd_angle_mean","p_thresh_3000_by_sample",0.480428905263841,0.15532124834286,-Inf,0.00454248971235925
3762.5209642054,3842.61487601885,0.494399469579604,0.044638477049454,0.20734785383918,1,"stress","mo_ep_mean_speed_sd","mo_ep_mean_angle_sd","p_thresh_3000_by_sample",0.470775702941337,0.156005754602019,-Inf,0.00465220549168141
3764.22028189942,3844.31419371286,0.497780225145632,0.0429505451447236,0.207350074417024,1,"stress","mo_ep_mean_speed_sd","mo_ep_mean_x_flips","p_thresh_3000_by_sample",0.475241564261365,0.15587016116161,-Inf,0.00468806657653621
3762.25065070646,3842.3445625199,0.498400098072205,0.0429372570134817,0.207296041961718,1,"stress","mo_ep_sd_abs_jerk_mean","mo_ep_mean_x_flips","p_thresh_3000_by_sample",0.475896532799354,0.155749987115664,-Inf,0.00469057032726193
91000.6014957837,91087.9766723075,NA,0.02860608602984,16.09141983236,16.2175161773926,"arousal","mo_ep_mean_speed_mean","mo_ep_mean_angle_mean","p_thresh_1000_by_participant",NA,NA,NA,NA
90998.0427725351,91085.4179490589,NA,0.0294172601743518,16.0894529530729,16.2155339689547,"arousal","mo_ep_mean_speed_mean","mo_ep_sd_angle_sd","p_thresh_1000_by_participant",NA,NA,NA,NA
90998.2505392685,91085.6257157923,0.538674258302174,0.0132399983130745,16.081219100826,16.2113781586183,"arousal","mo_ep_mean_speed_mean","mo_ep_mean_y_flips","p_thresh_1000_by_participant",0.532484351910128,NA,NA,NA
90996.260854411,91083.6360309348,NA,0.0285076592409764,16.088001821678,16.2140745128575,"arousal","mo_ep_sd_abs_jerk_mean","mo_ep_mean_y_flips","p_thresh_1000_by_participant",NA,NA,NA,NA
88482.8311563247,88570.2063328485,0.631296679453805,0.0170066898015133,14.2146277352184,14.3513404515179,"valence","mo_ep_mean_speed_mean","mo_ep_mean_angle_mean","p_thresh_1000_by_participant",0.624917772358241,NA,NA,NA
88494.2696289807,88581.6448055044,0.63012975938446,0.0176757713217458,14.2690396536137,14.385116556646,"valence","mo_ep_mean_speed_mean","mo_ep_sd_angle_sd","p_thresh_1000_by_participant",0.623474378603884,NA,NA,NA
88488.5919133166,88575.9670898403,0.63081694944861,0.0174793406326702,14.2424318428074,14.3688687537456,"valence","mo_ep_mean_speed_mean","mo_ep_mean_y_flips","p_thresh_1000_by_participant",0.624249070967,NA,NA,NA
88486.637410895,88574.0125874187,0.631509630618903,0.0174596189306249,14.2229289990244,14.3574761830861,"valence","mo_ep_sd_abs_jerk_mean","mo_ep_mean_y_flips","p_thresh_1000_by_participant",0.624961603125115,NA,NA,NA
3765.33595920263,3845.42987101608,NA,0.0775076762919406,0.207623322740369,1,"stress","mo_ep_mean_speed_mean","mo_ep_mean_angle_mean","p_thresh_1000_by_participant",NA,0.156392269924601,-Inf,0.00471155573313072
3763.70419167251,3843.79810348595,0.483586691370385,0.0407770738362575,0.207293411978591,1,"stress","mo_ep_mean_speed_mean","mo_ep_sd_angle_sd","p_thresh_1000_by_participant",0.4616336885369,0.156270432178371,-Inf,0.00452287278627557
3763.75394862147,3843.84786043491,NA,0.0788115109748284,0.207587425995237,1,"stress","mo_ep_mean_speed_mean","mo_ep_mean_y_flips","p_thresh_1000_by_participant",NA,0.156329399808463,-Inf,0.00464293055573204
3762.10840378816,3842.2023156016,0.499764582929044,0.0423164213665305,0.207023186063559,1,"stress","mo_ep_sd_abs_jerk_mean","mo_ep_mean_y_flips","p_thresh_1000_by_participant",0.477661068612298,0.155221914716509,-Inf,0.00468187367843595
90992.4382647868,91079.8134413106,0.539369803511317,0.0145803838605514,16.0776934083268,16.2074123532194,"arousal","mo_ep_mean_speed_mean","mo_ep_sd_angle_mean","p_thresh_2000_by_participant",0.532554265264902,NA,NA,NA
90996.8370012656,91084.2121777894,NA,0.0288121512119512,16.0885775056042,16.2146523539596,"arousal","mo_ep_mean_speed_mean","mo_ep_mean_angle_sd","p_thresh_2000_by_participant",NA,NA,NA,NA
91000.0933687494,91087.4685452732,0.539446382911571,0.013172666091268,16.0619441397422,16.2016213834041,"arousal","mo_ep_mean_speed_mean","mo_ep_mean_x_flips","p_thresh_2000_by_participant",0.533298682289009,NA,NA,NA
90997.8513318621,91085.2265083859,0.539297859684174,0.0132456217322326,16.0647086755286,16.2025399129792,"arousal","mo_ep_sd_abs_jerk_mean","mo_ep_mean_x_flips","p_thresh_2000_by_participant",0.53311365983034,NA,NA,NA
88488.258782964,88575.6339594878,0.631303350708297,0.0178281288792244,14.2358362068054,14.3652454815286,"valence","mo_ep_mean_speed_mean","mo_ep_sd_angle_mean","p_thresh_2000_by_participant",0.624610864826564,NA,NA,NA
88487.4260407214,88574.8012172452,0.631246759708983,0.0174597623692705,14.2305033600853,14.3618090651387,"valence","mo_ep_mean_speed_mean","mo_ep_mean_angle_sd","p_thresh_2000_by_participant",0.624694006242209,NA,NA,NA
88491.8667133831,88579.2418899069,0.630752312137874,0.0177031867651953,14.2513959958746,14.374850244339,"valence","mo_ep_mean_speed_mean","mo_ep_mean_x_flips","p_thresh_2000_by_participant",0.62409764249753,NA,NA,NA
88485.7658978848,88573.1410744085,0.631390343063644,0.0174515114453764,14.232046152762,14.3623723968292,"valence","mo_ep_sd_abs_jerk_mean","mo_ep_mean_x_flips","p_thresh_2000_by_participant",0.624843291470939,NA,NA,NA
3761.89461532379,3841.98852713723,0.505836955540495,0.0500658052949882,0.207215095101869,1,"stress","mo_ep_mean_speed_mean","mo_ep_sd_angle_mean","p_thresh_2000_by_participant",0.479792340128403,0.155770419984078,-Inf,0.00457348776592161
3765.57849235909,3845.67240417253,NA,0.0790846984195873,0.207556437189311,1,"stress","mo_ep_mean_speed_mean","mo_ep_mean_angle_sd","p_thresh_2000_by_participant",NA,0.156377796192205,-30.1280184402362,0.00470508017287563
3764.87203844944,3844.96595026288,NA,0.0784779272019856,0.207594130792331,1,"stress","mo_ep_mean_speed_mean","mo_ep_mean_x_flips","p_thresh_2000_by_participant",NA,0.156370662324703,-Inf,0.00469059967940672
3763.93872005024,3844.03263186368,0.4976318407043,0.0430644694241676,0.20735758921581,1,"stress","mo_ep_sd_abs_jerk_mean","mo_ep_mean_x_flips","p_thresh_2000_by_participant",0.475024029055121,0.155930796048231,-30.1192386428333,0.00469057206464194
90992.9327241586,91080.3079006824,0.540141638805976,0.0152772227015692,16.0603751971843,16.1984759436425,"arousal","mo_ep_mean_speed_sd","mo_ep_sd_angle_mean","p_thresh_3000_by_participant",0.533007287131474,NA,NA,NA
90995.5674888545,91082.9426653782,NA,0.0296805238895805,16.0877043834412,16.2137709494033,"arousal","mo_ep_mean_speed_sd","mo_ep_mean_angle_sd","p_thresh_3000_by_participant",NA,NA,NA,NA
90989.0903406905,91076.4655172143,0.53963976493572,0.0133749857853441,16.0491166096617,16.1909372716925,"arousal","mo_ep_sd_abs_jerk_mean","mo_ep_sd_angle_mean","p_thresh_3000_by_participant",0.533398982965455,NA,NA,NA
88492.590806071,88579.9659825947,0.630696488969262,0.0176652486395898,14.2490468674631,14.3739521318282,"valence","mo_ep_mean_speed_sd","mo_ep_sd_angle_mean","p_thresh_3000_by_participant",0.624055332951116,NA,NA,NA
88489.1681813771,88576.5433579008,0.631013986139069,0.0177408493324643,14.2371555179197,14.3662519135571,"valence","mo_ep_mean_speed_sd","mo_ep_mean_angle_sd","p_thresh_3000_by_participant",0.624349629514603,NA,NA,NA
88493.2573735103,88580.632550034,NA,0.0461116623910693,14.2754850788281,14.3881183414957,"valence","mo_ep_sd_abs_jerk_mean","mo_ep_sd_angle_mean","p_thresh_3000_by_participant",NA,NA,NA,NA
3762.54631455595,3842.64022636939,0.501074604556305,0.0448974753079536,0.207022669180132,1,"stress","mo_ep_mean_speed_sd","mo_ep_sd_angle_mean","p_thresh_3000_by_participant",0.477621111299477,0.155502138146014,-Inf,0.00461050447123177
3765.29949346712,3845.39340528057,0.495891166293223,0.0425728793610833,0.207561278191801,1,"stress","mo_ep_mean_speed_sd","mo_ep_mean_angle_sd","p_thresh_3000_by_participant",0.473475502375187,0.156371804932061,-30.123410139573,0.00469449554917509
3762.89676830529,3842.99068011873,NA,0.080718866702802,0.207494571029855,1,"stress","mo_ep_sd_abs_jerk_mean","mo_ep_sd_angle_mean","p_thresh_3000_by_participant",NA,0.15622831445796,-Inf,0.00467162641266273
