"AIC","AICc","BIC","R2_conditional","R2_marginal","ICC","RMSE","Sigma","pseudo_R2","iv","dv","dframe"
17956.4357612014,17956.4485568143,18005.9822185301,NA,0.0688716061395148,NA,0.642272014610736,0.648385264394861,0.555355847799701,"clicks","arousal","iqr_out_2.5"
17957.2734637554,17957.2862593683,18006.819921084,NA,0.0298935288419168,NA,0.641975508068844,0.648093971110953,0.555766425301383,"task_angle_sd","arousal","iqr_out_2.5"
17946.5931061837,17946.6059017966,17996.1395635124,0.557572990290466,0.00244120265211224,0.556490293218032,0.638636874826376,0.646036361848444,0.560436488647016,"task_x_flips","arousal","iqr_out_2.5"
17941.5719979115,17941.5847935244,17991.1184552402,0.559808011752844,0.0114179257907061,0.554723882082083,0.637108780524522,0.645077318128736,0.56256840532376,"task_y_flips","arousal","iqr_out_2.5"
17938.4200379108,17938.4328335237,17987.9664952394,0.557736715764552,0.0174832194222114,0.549866940719968,0.63749830792237,0.645299266334427,0.562023967379571,"trial_mean_duration","arousal","iqr_out_2.5"
17965.7190403876,17965.7318360005,18015.2654977162,0.55522992973691,0.00525026976627657,0.552882441939856,0.640655078398009,0.647519098775442,0.557626859593237,"trial_sd_duration","arousal","iqr_out_2.5"
17913.5737458786,17913.5865414916,17963.1202032073,0.561018666099098,0.0126651489333886,0.555387583628114,0.636511714472548,0.644270545986625,0.563375628712682,"trial_mean_trial_move_offset","arousal","iqr_out_2.5"
17963.612281507,17963.6250771199,18013.1587388356,0.554705030130051,0.00687349122970434,0.551623115547162,0.640944353871098,0.647645421446829,0.557219296148126,"trial_sd_trial_move_offset","arousal","iqr_out_2.5"
17917.8514430739,17917.8642386868,17967.3979004025,0.560569199290268,0.0019867358097852,0.55969442844401,0.63595813586392,0.643962890707057,0.564148441322225,"trial_mean_total_dist","arousal","iqr_out_2.5"
17966.2637397633,17966.2765353762,18015.810197092,0.55535260075394,0.00095094428344822,0.554929363376312,0.640916441609081,0.647634956380244,0.557258706907304,"trial_sd_total_dist","arousal","iqr_out_2.5"
17924.7805682404,17924.7933638534,17974.3270255691,0.559062823062065,0.0109960449418,0.554160350236429,0.637627608806387,0.645131170278671,0.56182982872691,"trial_sd_distance_overshoot","arousal","iqr_out_2.5"
17903.7949345076,17903.8077301205,17953.3413918362,0.560840336917011,0.00757315612160996,0.557489133035983,0.635009639677356,0.643196643050533,0.565457623153432,"trial_mean_speed_mean","arousal","iqr_out_2.5"
17949.6388382314,17949.6516338444,17999.1852955601,0.557073415468826,0.00870640726249882,0.553183246844144,0.638111350024715,0.64580944705863,0.561175746552876,"trial_sd_speed_mean","arousal","iqr_out_2.5"
17956.2872977761,17956.3000933891,18005.8337551048,0.556708350417676,0.0175689979594784,0.548780882665956,0.639612918321043,0.646823609234476,0.559082271068037,"trial_sd_speed_sd","arousal","iqr_out_2.5"
17961.8498540341,17961.8626496471,18011.3963113628,0.555076095617221,0.00546117897154542,0.552632944058752,0.641646856504712,0.647962809856843,0.556230029171678,"trial_sd_abs_jerk_mean","arousal","iqr_out_2.5"
17963.3848843105,17963.3976799234,18012.9313416391,0.555192586267939,0.00484753762646207,0.553025862317467,0.641432468958416,0.647877596196895,0.556532485915888,"trial_sd_abs_jerk_sd","arousal","iqr_out_2.5"
17936.6642783336,17936.6770739466,17986.2107356623,0.557946318248129,0.0103861555956502,0.553306894147238,0.638252971538881,0.645686955818443,0.560966465937424,"trial_mean_angle_mean","arousal","iqr_out_2.5"
17965.9252653918,17965.9380610048,18015.4717227205,NA,0.0191712387855948,NA,0.642271200878598,0.648393772830355,0.555357393110913,"trial_sd_angle_mean","arousal","iqr_out_2.5"
17954.702939958,17954.715735571,18004.2493972867,0.555683392019804,0.0126744519516657,0.549979630468912,0.640223701020389,0.647118767911816,0.558223765504034,"trial_mean_angle_sd","arousal","iqr_out_2.5"
17963.702267014,17963.7150626269,18013.2487243427,NA,0.0354707674085147,NA,0.642295566403827,0.648415779282133,0.555323558581937,"trial_sd_angle_sd","arousal","iqr_out_2.5"
17964.0219828852,17964.0347784981,18013.5684402138,0.5548048785106,0.000338990150452829,0.554653910572742,0.641552553050039,0.647939597303528,0.556363737666739,"trial_sd_x_flips","arousal","iqr_out_2.5"
17967.4643665567,17967.4771621696,18017.0108238853,0.554223145727865,0.00665891014774962,0.551234858976347,0.642180521354706,0.648359885603433,0.555485472099314,"trial_sd_y_flips","arousal","iqr_out_2.5"
16343.648318651,16343.661114264,16393.1947759797,NA,0.0901462651904664,NA,0.58368087229929,0.589283795701264,0.634474815181117,"clicks","valence","iqr_out_2.5"
16355.1383854689,16355.1511810819,16404.6848427976,0.641272800013572,0.00711366363934985,0.638702652207588,0.58356184654126,0.589269887529714,0.634626944046769,"task_angle_sd","valence","iqr_out_2.5"
16355.5714120757,16355.5842076887,16405.1178694044,0.642268708577979,0.000814853478703272,0.641976972268376,0.582635074098427,0.588762851052019,0.635799243525447,"task_x_flips","valence","iqr_out_2.5"
16353.8795126452,16353.8923082581,16403.4259699738,0.642139762948786,0.00618140352244486,0.639913925620232,0.582692103283906,0.588788504742452,0.63572695955673,"task_y_flips","valence","iqr_out_2.5"
16343.5799239725,16343.5927195854,16393.1263813011,0.643966896809024,0.0115159138660321,0.639819084408888,0.580134932456715,0.587195013354173,0.638949268219758,"trial_mean_duration","valence","iqr_out_2.5"
16348.6344976881,16348.647293301,16398.1809550167,0.643624008570121,0.000523423390132347,0.643437375352333,0.580931834696473,0.587708367051761,0.63794673080795,"trial_sd_duration","valence","iqr_out_2.5"
16345.2516363477,16345.2644319606,16394.7980936763,0.643523184935259,0.00479411336620221,0.641805962110519,0.581226172246485,0.587828239488607,0.637573794347986,"trial_mean_trial_move_offset","valence","iqr_out_2.5"
16347.8491430078,16347.8619386207,16397.3956003364,0.642894537275301,0.00521005069805061,0.641024255446808,0.581608865509227,0.588100026170472,0.637092705890251,"trial_sd_trial_move_offset","valence","iqr_out_2.5"
16336.2384943197,16336.2512899327,16385.7849516484,0.644731381489246,8.65821835610465e-05,0.644700618893012,0.579766015052882,0.586824036997926,0.639408149488703,"trial_mean_total_dist","valence","iqr_out_2.5"
16353.0767754282,16353.0895710412,16402.6232327569,0.642747295036223,0.000178095193316639,0.642683658713346,0.5820432598356,0.588395334971361,0.636545870940803,"trial_sd_total_dist","valence","iqr_out_2.5"
16344.8376514627,16344.8504470756,16394.3841087913,0.643019049620226,0.00955168224370928,0.639576397899832,0.581599473835712,0.588062349018725,0.637103476551595,"trial_sd_distance_overshoot","valence","iqr_out_2.5"
16340.0395995059,16340.0523951189,16389.5860568346,0.64449075365148,0.0024896268836643,0.643603459242365,0.57970403600722,0.586849921953597,0.639488437574723,"trial_mean_speed_mean","valence","iqr_out_2.5"
16336.544196757,16336.5569923699,16386.0906540857,0.644418876285245,0.00654008057809202,0.642078037811866,0.579909422485047,0.586948375905582,0.639229084302368,"trial_sd_speed_mean","valence","iqr_out_2.5"
16351.3442845196,16351.3570801325,16400.8907418482,0.642280006823168,0.0103737592468789,0.638530206207344,0.5823391030599,0.588576402808707,0.636172617558194,"trial_sd_speed_sd","valence","iqr_out_2.5"
16341.423186269,16341.435981882,16390.9696435977,0.6439277147052,0.000208605799506033,0.643853420463234,0.580574074044759,0.587390695709371,0.63839384729255,"trial_sd_abs_jerk_mean","valence","iqr_out_2.5"
16341.4622896226,16341.4750852356,16391.0087469513,0.644309935661315,1.20261676261812e-05,0.644305658021535,0.580076139041898,0.587094746856664,0.639020925888785,"trial_sd_abs_jerk_sd","valence","iqr_out_2.5"
16349.4592474689,16349.4720430819,16399.0057047976,0.643552063587019,0.00216043164684561,0.642780314874397,0.580897785313491,0.587701345438401,0.637990110594449,"trial_mean_angle_mean","valence","iqr_out_2.5"
16355.9531997243,16355.9659953373,16405.499657053,NA,0.00131567257428831,NA,0.583748448639002,0.589358482345634,0.634390390179311,"trial_sd_angle_mean","valence","iqr_out_2.5"
16356.0580820587,16356.0708776716,16405.6045393874,NA,0.015298439149465,NA,0.583775014119887,0.589384408731667,0.634357098518023,"trial_mean_angle_sd","valence","iqr_out_2.5"
16349.7837873686,16349.7965829815,16399.3302446973,0.641241709607921,0.0195877052085771,0.634074060170367,0.583316021006189,0.589125354012315,0.63493769080587,"trial_sd_angle_sd","valence","iqr_out_2.5"
16357.0293547447,16357.0421503576,16406.5758120733,0.641590110639995,0.000323459879889343,0.641474141908999,0.583776174555904,0.589386514371921,0.634355672592116,"trial_sd_x_flips","valence","iqr_out_2.5"
16355.0785762112,16355.0913718241,16404.6250335398,0.641861522316361,0.00653103764931752,0.639507129808832,0.583666723534681,0.589321892857166,0.634494060813637,"trial_sd_y_flips","valence","iqr_out_2.5"
19400.09968326,19400.111450438,19450.2321445295,0.556863794945581,0.0267151782774294,0.544700384549166,0.639503529787366,0.645283036989305,0.55985131130803,"clicks","arousal","iqr_out_3.5"
19396.7587630936,19396.7705302716,19446.8912243631,NA,0.0331241792422592,NA,0.639559134394488,0.645175655450131,0.559768125837058,"task_angle_sd","arousal","iqr_out_3.5"
19378.8367870685,19378.8485542465,19428.969248338,0.56147465147199,0.00331853797077723,0.560014543026434,0.635778993330238,0.642764338014043,0.565016597925548,"task_x_flips","arousal","iqr_out_3.5"
19383.4936963897,19383.5054635676,19433.6261576592,0.561877579463942,0.0116717262989809,0.556703544566818,0.635991971697232,0.642985105118623,0.564725599937496,"task_y_flips","arousal","iqr_out_3.5"
19359.6535723896,19359.6653395676,19409.7860336591,0.563496238083648,0.0187670220779457,0.555147684864066,0.632949851080842,0.640797353272439,0.568922931895059,"trial_mean_duration","arousal","iqr_out_3.5"
19401.9573315775,19401.9690987555,19452.089792847,0.559239759162,0.0060925173302016,0.556537958991871,0.637266956728921,0.643992820058764,0.562966080160937,"trial_sd_duration","arousal","iqr_out_3.5"
19336.7175315196,19336.7292986976,19386.8499927891,0.564918133002417,0.0130422345503243,0.559168707893643,0.63302300491119,0.640505869559178,0.568803640881039,"trial_mean_trial_move_offset","arousal","iqr_out_3.5"
19402.8282979036,19402.8400650815,19452.9607591731,0.557593172097797,0.00914527106177865,0.553509899098654,0.63885826278184,0.644897964176664,0.560749902246677,"trial_sd_trial_move_offset","arousal","iqr_out_3.5"
19358.1541112632,19358.1658784411,19408.2865725327,0.563437282860431,0.00244961218358189,0.562365247438598,0.634058493598318,0.641410902236626,0.567385467689686,"trial_mean_total_dist","arousal","iqr_out_3.5"
19407.8113557594,19407.8231229374,19457.9438170289,0.558157437225589,0.00227488929363816,0.557150002507606,0.63930782592842,0.645170192425314,0.560124060669182,"trial_sd_total_dist","arousal","iqr_out_3.5"
19365.4482027753,19365.4599699532,19415.5806640448,0.561481684140514,0.0125852841315048,0.55589246462285,0.635747278779695,0.64258817975455,0.56505289101872,"trial_sd_distance_overshoot","arousal","iqr_out_3.5"
19390.7119118363,19390.7236790143,19440.8443731058,0.559704838472248,0.010742381805697,0.554923658478946,0.636170375725236,0.643203440905352,0.564483437681772,"trial_sd_speed_mean","arousal","iqr_out_3.5"
19400.063697116,19400.075464294,19450.1961583855,0.559341520331454,0.0178609928644674,0.551327789175431,0.638020323479122,0.644426341516467,0.561917414219647,"trial_sd_speed_sd","arousal","iqr_out_3.5"
19403.4026263677,19403.4143935457,19453.5350876372,0.558055823830423,0.00266051804566865,0.556876886791278,0.63940676091705,0.645150603212987,0.559983004887836,"trial_sd_abs_jerk_sd","arousal","iqr_out_3.5"
19377.7685534234,19377.7803206014,19427.901014693,0.560965839918005,0.0106498164070076,0.556239876069393,0.636182788914028,0.643014186463051,0.564456495883902,"trial_mean_angle_mean","arousal","iqr_out_3.5"
19405.7638349838,19405.7756021617,19455.8962962533,NA,0.0189316973311594,NA,0.639829996356388,0.645450216786182,0.559395384727579,"trial_sd_angle_mean","arousal","iqr_out_3.5"
19394.7147431382,19394.7265103161,19444.8472044077,0.558867842345201,0.0115132842229141,0.553729806770333,0.637884250199429,0.644243924291428,0.562102093066667,"trial_mean_angle_sd","arousal","iqr_out_3.5"
19402.9888986919,19403.0006658699,19453.1213599615,NA,0.0405119404619138,NA,0.639853613685584,0.645471454126219,0.559362767821675,"trial_sd_angle_sd","arousal","iqr_out_3.5"
19402.2001156952,19402.2118828731,19452.3325769647,0.558355828764493,0.000333933946639618,0.558208299518359,0.638918642773153,0.644874038930737,0.560663266928264,"trial_sd_x_flips","arousal","iqr_out_3.5"
19406.974792521,19406.986559699,19457.1072537905,0.558168537380332,0.00613815797174395,0.555439756377018,0.639191558839063,0.645123576828257,0.560286949440088,"trial_sd_y_flips","arousal","iqr_out_3.5"
17661.9018294891,17661.9135966671,17712.0342907586,NA,0.0941103296391835,NA,0.582185697028897,0.587331778497728,0.636804085824838,"clicks","valence","iqr_out_3.5"
17670.6368190574,17670.6485862353,17720.7692803269,0.645261804414517,0.00736202769237982,0.64263084278268,0.581753373827074,0.587120401947419,0.637349164286453,"task_angle_sd","valence","iqr_out_3.5"
17670.4475884521,17670.4593556301,17720.5800497216,0.646340530440228,0.00153322003208284,0.645797460010502,0.580788961511742,0.586579033228588,0.638562425178451,"task_x_flips","valence","iqr_out_3.5"
17669.7081866208,17669.7199537987,17719.8406478903,0.645558102774759,0.0078802313890225,0.642742833638443,0.581805025968999,0.587131933406779,0.637283675491041,"task_y_flips","valence","iqr_out_3.5"
17655.9688830292,17655.9806502071,17706.1013442987,0.648189039727822,0.0109018908032917,0.644311361025754,0.578316009783749,0.584972355131672,0.641660632402661,"trial_mean_duration","valence","iqr_out_3.5"
17666.6872088869,17666.6989760649,17716.8196701565,0.647158088087632,0.000219104150981888,0.647080762017629,0.579793186991742,0.585967859062577,0.639812270170413,"trial_sd_duration","valence","iqr_out_3.5"
17654.5739962226,17654.5857634006,17704.7064574922,0.647793567684864,0.00560563607627615,0.645808096774216,0.579106725380055,0.585405534977519,0.640668469445998,"trial_mean_trial_move_offset","valence","iqr_out_3.5"
17659.1794945878,17659.1912617658,17709.3119558573,0.647027216266421,0.00637117621649275,0.644763944760035,0.579579679667123,0.585763265439131,0.640077736762469,"trial_sd_trial_move_offset","valence","iqr_out_3.5"
17661.5615359943,17661.5733031723,17711.6939972638,0.647758930706732,3.34496468680554e-05,0.647747147973223,0.579151211440129,0.585509189750037,0.640615171204056,"trial_mean_total_dist","valence","iqr_out_3.5"
17672.2349087494,17672.2466759274,17722.367370019,0.645946940274593,0.00112495159653101,0.64554819915534,0.581412448468059,0.586938014543772,0.637778445174233,"trial_sd_total_dist","valence","iqr_out_3.5"
17667.2375807096,17667.2493478876,17717.3700419792,0.645752446533366,0.0121052648775106,0.641411639446878,0.581580779148711,0.586994569558223,0.637565576604406,"trial_sd_distance_overshoot","valence","iqr_out_3.5"
17663.9223278576,17663.9340950355,17714.0547891271,0.646970185125001,0.00852488210189582,0.643934771027426,0.579948717850845,0.586040180199975,0.639616433081161,"trial_sd_speed_mean","valence","iqr_out_3.5"
17670.1530048578,17670.1647720358,17720.2854661273,0.645709121937326,0.0115329404247139,0.641575432756554,0.58175571622374,0.587126840619541,0.637346356605575,"trial_sd_speed_sd","valence","iqr_out_3.5"
17659.157316417,17659.169083595,17709.2897776865,0.647931620251732,5.63668825949622e-05,0.647911774136042,0.578821172788087,0.585290674761843,0.641028218746389,"trial_sd_abs_jerk_sd","valence","iqr_out_3.5"
17664.2188527321,17664.23061991,17714.3513140016,0.647196324865443,0.00268238473188324,0.646247424357675,0.579608457379794,0.585830854249425,0.640043223526627,"trial_mean_angle_mean","valence","iqr_out_3.5"
17672.5253760733,17672.5371432513,17722.6578373428,NA,0.00473263935696142,NA,0.582223971296618,0.587375139566232,0.636756468593233,"trial_sd_angle_mean","valence","iqr_out_3.5"
17672.5168131155,17672.5285802934,17722.649274385,NA,0.0155886515954302,NA,0.582233848377207,0.587384561796483,0.636744133426365,"trial_mean_angle_sd","valence","iqr_out_3.5"
17666.0508545348,17666.0626217128,17716.1833158044,0.645280712971273,0.0178399327425628,0.638837600046968,0.581582182127472,0.587016923504074,0.63756440852242,"trial_sd_angle_sd","valence","iqr_out_3.5"
17672.8816511856,17672.8934183636,17723.0141124552,0.645553108935033,0.000544375214369362,0.645360051737174,0.582182258874654,0.58735008048797,0.636808948225893,"trial_sd_x_flips","valence","iqr_out_3.5"
17671.269124761,17671.280891939,17721.4015860305,0.645900349577021,0.00713003033753065,0.643357477572459,0.582117247521618,0.587314881062986,0.636890838484684,"trial_sd_y_flips","valence","iqr_out_3.5"
