"AIC","AICc","BIC","R2_conditional","R2_marginal","ICC","RMSE","Sigma","iv","dv","dframe"
19661.8866309626,19661.8922274554,19698.2892269956,0.643700291433227,0.00047456105974573,0.643531125186229,0.578530298667306,0.583077756204353,"trial_sd_abs_jerk_sd","valence","cutoff_0"
19662.3277999357,19662.3333964285,19698.7303959687,0.643541270177343,0.00324610421414157,0.642380399685703,0.57855844478931,0.583105808908881,"trial_mean_angle_mean","valence","cutoff_0"
19662.7942406827,19662.7998371756,19699.1968367157,0.64357831016556,0.00146682927051435,0.643054732399071,0.578581212381324,0.583128941412425,"trial_sd_angle_mean","valence","cutoff_0"
19662.3348111073,19662.3404076002,19698.7374071403,0.643475765344094,0.00522978999423622,0.641601416015624,0.578574873085534,0.583122151450045,"trial_mean_angle_sd","valence","cutoff_0"
19657.1120184937,19657.1176149866,19693.5146145267,0.643236602151063,0.0189181986576793,0.636357134174937,0.578560209316302,0.583105918945688,"trial_sd_angle_sd","valence","cutoff_0"
19662.7879213551,19662.7935178479,19699.190517388,0.643588925238925,0.000349946965829616,0.643464156602318,0.578565256606551,0.583112974137043,"trial_sd_x_flips","valence","cutoff_0"
19661.7143043462,19661.719900839,19698.1169003792,0.643538008659192,0.0058023085560671,0.641457635228365,0.578575860887867,0.58312310743489,"trial_sd_y_flips","valence","cutoff_0"
17953.2204947723,17953.227347999,17988.6108214356,0.551456060360939,0.0344078478442253,0.535472674837254,0.642302847243983,0.648416341152794,"clicks","arousal","iqr_out_2.5"
17953.524392861,17953.5312460878,17988.9147195244,0.55409155535642,0.0134913946187085,0.547993355343075,0.64198522073358,0.648103762657969,"task_angle_sd","arousal","iqr_out_2.5"
17952.01387503,17952.0207282568,17987.4042016934,0.554792065182245,0.00210119958362275,0.553854624705441,0.641786752094388,0.647907067985377,"task_x_flips","arousal","iqr_out_2.5"
17954.7599344771,17954.7667877038,17990.1502611404,0.554406803497026,0.00901050191399549,0.550355278876727,0.641973150163462,0.648093062860722,"task_y_flips","arousal","iqr_out_2.5"
17951.3100987746,17951.3169520014,17986.700425438,0.554121772357136,0.0178891343238626,0.54600010729349,0.641951946617413,0.648068908851891,"trial_mean_duration","arousal","iqr_out_2.5"
17963.6276239246,17963.6344771513,17999.0179505879,0.553939541851583,0.00515291028570623,0.551629126968126,0.642289755175872,0.648413485098387,"trial_sd_duration","arousal","iqr_out_2.5"
17945.7704761942,17945.7773294209,17981.1608028575,0.555261559294074,0.0101256873853878,0.550712211602691,0.641639320178779,0.647756274147239,"trial_mean_trial_move_offset","arousal","iqr_out_2.5"
17962.5490529692,17962.555906196,17997.9393796326,0.553863408340569,0.00708951074359959,0.550677934731511,0.642261156634581,0.64838401728276,"trial_sd_trial_move_offset","arousal","iqr_out_2.5"
17949.4045499451,17949.4114031719,17984.7948766085,0.555042603139467,0.00168134849817896,0.554293214705384,0.64168840850745,0.647808057599278,"trial_mean_total_dist","arousal","iqr_out_2.5"
17965.6781124635,17965.6849656902,18001.0684391268,0.55418633063509,0.000645895257990007,0.553898195595044,0.642288593380548,0.648413723426744,"trial_sd_total_dist","arousal","iqr_out_2.5"
17946.4908603774,17946.4977136041,17981.8811870407,0.554665153049106,0.00951493651963216,0.550387114989826,0.641672783855963,0.647789853139175,"trial_sd_distance_overshoot","arousal","iqr_out_2.5"
17935.6286945422,17935.635547769,17971.0190212056,0.555262137221969,0.00803485079264993,0.551659790534569,0.6412449365934,0.647358722664436,"trial_mean_speed_mean","arousal","iqr_out_2.5"
17961.6328503581,17961.6397035848,17997.0231770214,0.553827957572231,0.00919521019754978,0.54968723706238,0.642239408439286,0.648361440841323,"trial_sd_speed_mean","arousal","iqr_out_2.5"
17960.5132814391,17960.5201346658,17995.9036081024,0.554648528089249,0.0176747020247051,0.546635444665142,0.642279187538724,0.648399671840185,"trial_sd_speed_sd","arousal","iqr_out_2.5"
17958.1465424063,17958.153395633,17993.5368690696,0.554817568217506,0.00553788575909283,0.552338469804543,0.642053007005957,0.648174922316674,"trial_sd_abs_jerk_mean","arousal","iqr_out_2.5"
17960.8351620647,17960.8420152915,17996.2254887281,0.554559801342468,0.00462575429179701,0.552489728784771,0.642149224916855,0.648272151871523,"trial_sd_abs_jerk_sd","arousal","iqr_out_2.5"
17947.5727458603,17947.5795990871,17982.9630725237,0.554520464005366,0.0092078983474355,0.550380412549103,0.641704651406047,0.647822020275244,"trial_mean_angle_mean","arousal","iqr_out_2.5"
17962.47915158,17962.4860048067,17997.8694782433,0.553968007722816,0.00883837264404521,0.549990657460147,0.642293349060089,0.648416085211425,"trial_sd_angle_mean","arousal","iqr_out_2.5"
17954.2020962582,17954.2089494849,17989.5924229215,0.554064552014623,0.0121099415723616,0.548598101396886,0.64199443621586,0.648113447597722,"trial_mean_angle_sd","arousal","iqr_out_2.5"
17959.8161911755,17959.8230444022,17995.2065178388,0.553421860790724,0.0164608958603808,0.545947754055052,0.64230007180714,0.648420318278104,"trial_sd_angle_sd","arousal","iqr_out_2.5"
17960.5186206607,17960.5254738875,17995.9089473241,0.554422803577599,0.000365437227505391,0.554259913556221,0.642109360366061,0.64823300441908,"trial_sd_x_flips","arousal","iqr_out_2.5"
17963.4916217588,17963.4984749855,17998.8819484221,0.55412486460498,0.00661934323476223,0.551153797531219,0.642294308143717,0.648417785251786,"trial_sd_y_flips","arousal","iqr_out_2.5"
16340.9502863481,16340.9571395748,16376.3406130114,0.639191497710389,0.0334733094687656,0.626695769682989,0.583725624714673,0.589328957081665,"clicks","valence","iqr_out_2.5"
16351.6959010945,16351.7027543212,16387.0862277578,0.641270236797911,0.00751270710850559,0.638554804911434,0.583781575008927,0.589390703378834,"task_angle_sd","valence","iqr_out_2.5"
16353.616975066,16353.6238282927,16389.0073017293,0.64149221473474,0.000946452129514538,0.641152582832591,0.583784478583458,0.589394764252853,"task_x_flips","valence","iqr_out_2.5"
16350.9187454727,16350.9255986994,16386.309072136,0.641397615303063,0.00603631797868254,0.639219831485507,0.583740514538672,0.589349539644717,"task_y_flips","valence","iqr_out_2.5"
16349.9785684008,16349.9854216275,16385.3688950641,0.641245583717159,0.0115302206519928,0.637060814828882,0.583759123296186,0.589367384790731,"trial_mean_duration","valence","iqr_out_2.5"
16351.0742330687,16351.0810862954,16386.464559732,0.641623025722176,0.000615158546555702,0.641402431363054,0.583713900267976,0.589323614050684,"trial_sd_duration","valence","iqr_out_2.5"
16352.4844936823,16352.4913469091,16387.8748203457,0.641610743816972,0.00460745252986882,0.639951839006729,0.583779050282577,0.589388765517862,"trial_mean_trial_move_offset","valence","iqr_out_2.5"
16351.6656114761,16351.6724647028,16387.0559381395,0.641391733462978,0.00522647369479098,0.639507629571762,0.583767947079351,0.589377360489996,"trial_sd_trial_move_offset","valence","iqr_out_2.5"
16351.9117060116,16351.9185592383,16387.3020326749,0.641635117114141,7.58989307225464e-05,0.641607915538151,0.583723934595642,0.589333837446714,"trial_mean_total_dist","valence","iqr_out_2.5"
16353.5813128282,16353.5881660549,16388.9716394915,0.641568880458895,0.000174262767238872,0.64150640837358,0.58377658079627,0.589386945731599,"trial_sd_total_dist","valence","iqr_out_2.5"
16347.505714473,16347.5125676998,16382.8960411364,0.641389228425367,0.00906224925000236,0.638109688218845,0.583656667525851,0.58926440060391,"trial_sd_distance_overshoot","valence","iqr_out_2.5"
16352.6461466227,16352.6529998494,16388.0364732861,0.641401503323947,0.00254297122200464,0.640487272804745,0.583771796355121,0.589381672015524,"trial_mean_speed_mean","valence","iqr_out_2.5"
16350.646552319,16350.6534055457,16386.0368789824,0.641313384359004,0.00603103419822258,0.639137007309212,0.583731405832752,0.589340309114243,"trial_sd_speed_mean","valence","iqr_out_2.5"
16351.0117833779,16351.0186366046,16386.4021100412,0.641687130640425,0.0114314924275027,0.637543714355782,0.58378694085744,0.589395680175028,"trial_sd_speed_sd","valence","iqr_out_2.5"
16351.3233774807,16351.3302307074,16386.713704144,0.641659340925545,0.000194054032620121,0.641589789978958,0.583701140826702,0.589310811393513,"trial_sd_abs_jerk_mean","valence","iqr_out_2.5"
16353.7408230487,16353.7476762754,16389.131149712,0.641560572743932,6.83009625550764e-07,0.641560327926185,0.583783691800646,0.589394146227563,"trial_sd_abs_jerk_sd","valence","iqr_out_2.5"
16352.7905946524,16352.7974478791,16388.1809213158,0.641465099358664,0.0021271485427744,0.640700816624327,0.583763018386854,0.589372904392537,"trial_mean_angle_mean","valence","iqr_out_2.5"
16352.9860544911,16352.9929077179,16388.3763811545,0.641538151648639,0.000544516449957692,0.641342856934345,0.583783715710741,0.58939407635028,"trial_sd_angle_mean","valence","iqr_out_2.5"
16352.3748887133,16352.38174194,16387.7652153766,0.641291778236706,0.00564110833555646,0.639256786689103,0.583786640215088,0.589396126335808,"trial_mean_angle_sd","valence","iqr_out_2.5"
16346.1237281546,16346.1305813813,16381.5140548179,0.640893725473063,0.0193676902727616,0.63380130252202,0.583740782326551,0.589347436372213,"trial_sd_angle_sd","valence","iqr_out_2.5"
16353.1360560444,16353.1429092711,16388.5263827077,0.641545337398976,0.000259443083023654,0.641452314682086,0.583780274167951,0.589390651218476,"trial_sd_x_flips","valence","iqr_out_2.5"
16351.268859619,16351.2757128457,16386.6591862823,0.641504799131501,0.00575850571511512,0.639428445775793,0.58376610248979,0.589375461583596,"trial_sd_y_flips","valence","iqr_out_2.5"
19397.3514293885,19397.3577319095,19433.1603302953,0.556609290820883,0.0269043032171539,0.544350354600259,0.639881143659295,0.645497082792958,"clicks","arousal","iqr_out_3.5"
19393.0253374162,19393.0316399372,19428.834238323,0.557492487403879,0.0147124175721961,0.550884918791164,0.639568354935969,0.645184952386864,"task_angle_sd","arousal","iqr_out_3.5"
19387.0221686149,19387.0284711359,19422.8310695217,0.558285266636708,0.00270267899817098,0.557088218266174,0.639227435461024,0.644844204686631,"task_x_flips","arousal","iqr_out_3.5"
19391.7316641521,19391.7379666732,19427.5405650589,0.557894703468679,0.00927216748700901,0.553757064228309,0.639461082618018,0.645078214209238,"task_y_flips","arousal","iqr_out_3.5"
19395.5746483827,19395.5809509037,19431.3835492895,0.557320618353812,0.0191075744021104,0.548697318794812,0.639702333743843,0.64531897771687,"trial_mean_duration","arousal","iqr_out_3.5"
19403.4397361243,19403.4460386453,19439.2486370311,0.557292669859437,0.00641949167643871,0.554432352052145,0.639859505008514,0.645480479629201,"trial_sd_duration","arousal","iqr_out_3.5"
19384.0982408267,19384.1045433477,19419.9071417335,0.558544065082195,0.0115556166579993,0.553383131759815,0.639216569534683,0.644831360979817,"trial_mean_trial_move_offset","arousal","iqr_out_3.5"
19401.8596748088,19401.8659773298,19437.6685757156,0.557116140660908,0.00956218642346452,0.552840316405318,0.639830487293962,0.645450393024447,"trial_sd_trial_move_offset","arousal","iqr_out_3.5"
19385.6692000989,19385.6755026199,19421.4781010057,0.55847139237396,0.00212136596969964,0.55753275742285,0.639180807727023,0.644797391657702,"trial_mean_total_dist","arousal","iqr_out_3.5"
19405.2429152504,19405.2492177714,19441.0518161572,0.557547633162835,0.00175183572612652,0.556771169061949,0.639848635397686,0.645470702802211,"trial_sd_total_dist","arousal","iqr_out_3.5"
19383.2598308624,19383.2661333834,19419.0687317692,0.557952478345501,0.0117680837849045,0.552688478887091,0.639202796008721,0.644817111271479,"trial_sd_distance_overshoot","arousal","iqr_out_3.5"
19400.4171153725,19400.4234178936,19436.2260162794,0.557156973687716,0.0119048579526612,0.551821471974135,0.639794215507527,0.64541327825344,"trial_sd_speed_mean","arousal","iqr_out_3.5"
19400.2844145498,19400.2907170708,19436.0933154566,0.557939577061945,0.0178450602952983,0.54990765197295,0.639837472250296,0.645455929759106,"trial_sd_speed_sd","arousal","iqr_out_3.5"
19399.5622685907,19399.5685711118,19435.3711694975,0.557884642354393,0.00268927642403083,0.556692465854219,0.639662456932513,0.645282848221975,"trial_sd_abs_jerk_sd","arousal","iqr_out_3.5"
19388.3091725474,19388.3154750684,19424.1180734542,0.557733295970978,0.00920259233952011,0.553625493355575,0.639344766311574,0.644960807035784,"trial_mean_angle_mean","arousal","iqr_out_3.5"
19402.4302212379,19402.4365237589,19438.2391221447,0.55726465528959,0.00870855250377303,0.553375199767276,0.63985430593639,0.645474695113382,"trial_sd_angle_mean","arousal","iqr_out_3.5"
19393.8280183593,19393.8343208803,19429.6369192661,0.557496262743817,0.0112916218775463,0.552442613972289,0.639559382531215,0.645176703564267,"trial_mean_angle_sd","arousal","iqr_out_3.5"
19399.1072808288,19399.1135833499,19434.9161817356,0.556923674750577,0.0188037657765962,0.548432505348832,0.639857943827125,0.645475815952598,"trial_sd_angle_sd","arousal","iqr_out_3.5"
19399.1875553206,19399.1938578416,19434.9964562274,0.557820630703803,0.000310696694196652,0.557683204337604,0.639640165635505,0.645260860252795,"trial_sd_x_flips","arousal","iqr_out_3.5"
19403.5349208931,19403.5412234141,19439.3438217999,0.557508181982654,0.00572679375907436,0.554959526979223,0.63984854699689,0.645469694309117,"trial_sd_y_flips","arousal","iqr_out_3.5"
17659.3156767252,17659.3219792462,17695.124577632,0.644498523342827,0.0353558795880647,0.631468777827245,0.582230259901899,0.587376712960798,"clicks","valence","iqr_out_3.5"
17667.5879004027,17667.5942029237,17703.3968013095,0.645190827508664,0.00806310643911238,0.642306708426147,0.582226140708212,0.587376462249358,"task_angle_sd","valence","iqr_out_3.5"
17669.4704776911,17669.4767802121,17705.2793785979,0.645329775468576,0.00154483758485172,0.644781019837167,0.582229824636952,0.587381053080794,"task_x_flips","valence","iqr_out_3.5"
17665.9047769747,17665.9110794958,17701.7136778815,0.645363111884564,0.00797787436052154,0.642511110438359,0.58217131898435,0.587321227733203,"task_y_flips","valence","iqr_out_3.5"
17666.9103066332,17666.9166091542,17702.71920754,0.645168490197375,0.0108401673049929,0.64127990434481,0.582227153142628,0.587377118711788,"trial_mean_duration","valence","iqr_out_3.5"
17668.5124396905,17668.5187422115,17704.3213405973,0.645428653486631,0.000246598138247254,0.645341195285675,0.582206678867917,0.587357899314283,"trial_sd_duration","valence","iqr_out_3.5"
17668.1089243558,17668.1152268768,17703.9178252626,0.645475953627634,0.00556840552158061,0.643490765638521,0.582219877424471,0.587370562406402,"trial_mean_trial_move_offset","valence","iqr_out_3.5"
17667.5942253192,17667.6005278402,17703.403126226,0.645193524172524,0.00647926266977566,0.642879647604631,0.58222242897021,0.587372920373686,"trial_sd_trial_move_offset","valence","iqr_out_3.5"
17669.5147048025,17669.5210073235,17705.3236057093,0.645418906413505,9.8058615224117e-05,0.645384133272677,0.582225792867352,0.587377198936876,"trial_mean_total_dist","valence","iqr_out_3.5"
17669.2255215331,17669.2318240541,17705.0344224399,0.645425722162626,0.0010726702917599,0.645044972449662,0.582218400603145,0.58736961859706,"trial_sd_total_dist","valence","iqr_out_3.5"
17665.6923508107,17665.6986533317,17701.5012517175,0.645079188687626,0.0115102627134229,0.640946387276981,0.582201244023158,0.58735086176561,"trial_sd_distance_overshoot","valence","iqr_out_3.5"
17667.0279867342,17667.0342892552,17702.836887641,0.645149485749684,0.00797936942443353,0.642295227222812,0.582208177544539,0.587358335804144,"trial_sd_speed_mean","valence","iqr_out_3.5"
17666.9898734898,17666.9961760108,17702.7987743966,0.645550386143558,0.0118889698756075,0.641285641946715,0.582233379228487,0.587383401910556,"trial_sd_speed_sd","valence","iqr_out_3.5"
17669.8149834524,17669.8212859734,17705.6238843592,0.64542333029184,7.55011479895083e-05,0.645396557324836,0.582231231263038,0.587382688407165,"trial_sd_abs_jerk_sd","valence","iqr_out_3.5"
17668.2600844722,17668.2663869932,17704.068985379,0.645332504728811,0.00262135941314765,0.644400350239599,0.582197248898895,0.587348054712621,"trial_mean_angle_mean","valence","iqr_out_3.5"
17668.7510656052,17668.7573681262,17704.559966512,0.645380901126176,0.00170132187950076,0.644776551701474,0.582230853604153,0.58738208960828,"trial_sd_angle_mean","valence","iqr_out_3.5"
17668.5302891154,17668.5365916364,17704.3391900222,0.645209351298935,0.00561127234131896,0.643207290235047,0.582234363634485,0.587385076553339,"trial_mean_angle_sd","valence","iqr_out_3.5"
17662.5582168986,17662.5645194196,17698.3671178054,0.64493057473413,0.017940410698524,0.638444113642406,0.582185101176239,0.587333682052165,"trial_sd_angle_sd","valence","iqr_out_3.5"
17669.3920302279,17669.3983327489,17705.2009311347,0.645386099547505,0.000321691732646968,0.645271986478217,0.582232712936224,0.587384138734646,"trial_sd_x_flips","valence","iqr_out_3.5"
17667.5957655114,17667.6020680324,17703.4046664182,0.645410564505752,0.00601464723538534,0.643264928896574,0.58222296196312,0.587373594642228,"trial_sd_y_flips","valence","iqr_out_3.5"
