"Name","Model","log_BF","BF","df","df_diff","Chi2","p","iv","dv","dframe"
"..1","lmerModLmerTest",NA,NA,3,NA,NA,NA,"trial_sd_duration","arousal","iqr_out_2.5"
"..2","lmerModLmerTest",-8.14700090817678,0.000289602603306012,5,2,1.86212884897759,0.39413396117543,"trial_sd_duration","arousal","iqr_out_2.5"
"..3","lmerModLmerTest",-8.21874931612183,0.000269551978489373,7,2,1.71863203309113,0.423451617187842,"trial_sd_duration","arousal","iqr_out_2.5"
"..1","lmerModLmerTest",NA,NA,3,NA,NA,NA,"trial_mean_trial_move_offset","arousal","iqr_out_2.5"
"..2","lmerModLmerTest",1.04258238998773,2.83653259782181,5,2,20.2412954453066,4.02400526950987e-05,"trial_mean_trial_move_offset","arousal","iqr_out_2.5"
"..3","lmerModLmerTest",8.78617430924714,6543.15215516049,7,2,35.7284792838291,1.74445310915603e-08,"trial_mean_trial_move_offset","arousal","iqr_out_2.5"
"..1","lmerModLmerTest",NA,NA,3,NA,NA,NA,"trial_sd_trial_move_offset","arousal","iqr_out_2.5"
"..2","lmerModLmerTest",-7.43221862784594,0.000591872908422794,5,2,3.29169340963927,0.192849207293299,"trial_sd_trial_move_offset","arousal","iqr_out_2.5"
"..3","lmerModLmerTest",-7.67989372517877,0.000462023997690374,7,2,2.79634321497724,0.247048252424325,"trial_sd_trial_move_offset","arousal","iqr_out_2.5"
"..1","lmerModLmerTest",NA,NA,3,NA,NA,NA,"trial_mean_total_dist","arousal","iqr_out_2.5"
"..2","lmerModLmerTest",-0.850607394735562,0.427155401195946,5,2,16.45491587586,0.00026721474406771,"trial_mean_total_dist","arousal","iqr_out_2.5"
"..3","lmerModLmerTest",8.42906380387831,4578.21198171631,7,2,35.0142582730914,2.49316155877773e-08,"trial_mean_total_dist","arousal","iqr_out_2.5"
"..1","lmerModLmerTest",NA,NA,3,NA,NA,NA,"trial_sd_total_dist","arousal","iqr_out_2.5"
"..2","lmerModLmerTest",-8.90615386345598,0.000135552184888907,5,2,0.34382293841918,0.842053717549897,"trial_sd_total_dist","arousal","iqr_out_2.5"
"..3","lmerModLmerTest",-7.44896068961134,0.000582046224637281,7,2,3.25820928611211,0.196105079589921,"trial_sd_total_dist","arousal","iqr_out_2.5"
"..1","lmerModLmerTest",NA,NA,3,NA,NA,NA,"trial_sd_distance_overshoot","arousal","iqr_out_2.5"
"..2","lmerModLmerTest",0.69661379502395,2.00694526024248,5,2,19.549358255379,5.68736095940775e-05,"trial_sd_distance_overshoot","arousal","iqr_out_2.5"
"..3","lmerModLmerTest",3.62241253023967,37.4277545788963,7,2,25.4009557258141,3.04966788661873e-06,"trial_sd_distance_overshoot","arousal","iqr_out_2.5"
"..1","lmerModLmerTest",NA,NA,3,NA,NA,NA,"trial_mean_speed_mean","arousal","iqr_out_2.5"
"..2","lmerModLmerTest",6.10575291960049,448.430146229005,5,2,30.3676365045321,2.54537350282032e-07,"trial_mean_speed_mean","arousal","iqr_out_2.5"
"..3","lmerModLmerTest",8.5415067409831,5123.05767016046,7,2,35.239144147301,2.22800968789274e-08,"trial_mean_speed_mean","arousal","iqr_out_2.5"
"..1","lmerModLmerTest",NA,NA,3,NA,NA,NA,"trial_sd_speed_mean","arousal","iqr_out_2.5"
"..2","lmerModLmerTest",-6.79755192349512,0.00111650509481208,5,2,4.56102681834091,0.102231706544005,"trial_sd_speed_mean","arousal","iqr_out_2.5"
"..3","lmerModLmerTest",-1.28408695221879,0.276903294184379,7,2,15.5879567608972,0.000412209690548154,"trial_sd_speed_mean","arousal","iqr_out_2.5"
"..1","lmerModLmerTest",NA,NA,3,NA,NA,NA,"trial_sd_speed_sd","arousal","iqr_out_2.5"
"..2","lmerModLmerTest",-6.29981577629042,0.00183664309906937,5,2,5.55649911275032,0.0621471973872065,"trial_sd_speed_sd","arousal","iqr_out_2.5"
"..3","lmerModLmerTest",-5.10238004860366,0.00608225326658503,7,2,7.95137056812746,0.0187664367471488,"trial_sd_speed_sd","arousal","iqr_out_2.5"
"..1","lmerModLmerTest",NA,NA,3,NA,NA,NA,"trial_sd_abs_jerk_mean","arousal","iqr_out_2.5"
"..2","lmerModLmerTest",-5.15929939469243,0.00574572376040794,5,2,7.8375318759463,0.0198655950002739,"trial_sd_abs_jerk_mean","arousal","iqr_out_2.5"
"..3","lmerModLmerTest",-8.95245418400737,0.000129419151567683,7,2,0.251222297320055,0.881957730559015,"trial_sd_abs_jerk_mean","arousal","iqr_out_2.5"
"..1","lmerModLmerTest",NA,NA,3,NA,NA,NA,"trial_sd_abs_jerk_sd","arousal","iqr_out_2.5"
"..2","lmerModLmerTest",-6.52377775257628,0.00146811244754794,5,2,5.10857516017859,0.0777476012810576,"trial_sd_abs_jerk_sd","arousal","iqr_out_2.5"
"..3","lmerModLmerTest",-8.38978399721236,0.000227176343782833,7,2,1.37656267091006,0.502438851276788,"trial_sd_abs_jerk_sd","arousal","iqr_out_2.5"
"..1","lmerModLmerTest",NA,NA,3,NA,NA,NA,"trial_mean_angle_mean","arousal","iqr_out_2.5"
"..2","lmerModLmerTest",0.263811989736496,1.30188340584787,5,2,18.6837546448041,8.76746878368712e-05,"trial_mean_angle_mean","arousal","iqr_out_2.5"
"..3","lmerModLmerTest",-1.77989545638775,0.168655778231261,7,2,14.5963397525593,0.000676776226729662,"trial_mean_angle_mean","arousal","iqr_out_2.5"
"..1","lmerModLmerTest",NA,NA,3,NA,NA,NA,"trial_sd_angle_mean","arousal","iqr_out_2.5"
"..2","lmerModLmerTest",-7.63683529095215,0.000482352544593761,5,2,2.88246008342685,0.236636506818567,"trial_sd_angle_mean","arousal","iqr_out_2.5"
"..3","lmerModLmerTest",-8.79965691449615,0.000150784798300726,7,2,0.556816836342477,0.756987590883411,"trial_sd_angle_mean","arousal","iqr_out_2.5"
"..1","lmerModLmerTest",NA,NA,3,NA,NA,NA,"trial_mean_angle_sd","arousal","iqr_out_2.5"
"..2","lmerModLmerTest",-3.08372748118381,0.0457882632699478,5,2,11.9886757029635,0.00249282704903616,"trial_mean_angle_sd","arousal","iqr_out_2.5"
"..3","lmerModLmerTest",-7.42114186750587,0.000598465387028959,7,2,3.31384693032305,0.190724850060516,"trial_mean_angle_sd","arousal","iqr_out_2.5"
"..1","lmerModLmerTest",NA,NA,3,NA,NA,NA,"trial_sd_angle_sd","arousal","iqr_out_2.5"
"..2","lmerModLmerTest",-6.35042111555049,0.00174601170874012,5,2,5.45528843423017,0.0653731132708596,"trial_sd_angle_sd","arousal","iqr_out_2.5"
