"Component","Parameter","Std_Coefficient","CI","CI_low","CI_high","iv","dv","dframe"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_sd_trial_move_offset","valence","iqr_out_2.5"
"within","trial_sd_trial_move_offset_within",0.00732033841525149,0.95,-0.0136228947952436,0.0282635716257466,"trial_sd_trial_move_offset","valence","iqr_out_2.5"
"between","trial_sd_trial_move_offset_between",0.0952995064088584,0.95,-0.0563543323059264,0.246953345123643,"trial_sd_trial_move_offset","valence","iqr_out_2.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_mean_total_dist","valence","iqr_out_2.5"
"within","trial_mean_total_dist_within",0.0141695150272849,0.95,-0.00677217161337801,0.0351112016679479,"trial_mean_total_dist","valence","iqr_out_2.5"
"between","trial_mean_total_dist_between",0.00257886236888099,0.95,-0.150032207486734,0.155189932224496,"trial_mean_total_dist","valence","iqr_out_2.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_sd_total_dist","valence","iqr_out_2.5"
"within","trial_sd_total_dist_within",0.00489568201162363,0.95,-0.0160478918056944,0.0258392558289416,"trial_sd_total_dist","valence","iqr_out_2.5"
"between","trial_sd_total_dist_between",-0.01638281065264,0.95,-0.168705939951062,0.135940318645782,"trial_sd_total_dist","valence","iqr_out_2.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_sd_distance_overshoot","valence","iqr_out_2.5"
"within","trial_sd_distance_overshoot_within",0.020945124097035,0.95,5.90486026256798e-06,0.0418843433338074,"trial_sd_distance_overshoot","valence","iqr_out_2.5"
"between","trial_sd_distance_overshoot_between",-0.122336388436996,0.95,-0.27340263635386,0.0287298594798689,"trial_sd_distance_overshoot","valence","iqr_out_2.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_mean_speed_mean","valence","iqr_out_2.5"
"within","trial_mean_speed_mean_within",0.00657130047793027,0.95,-0.0143720859404935,0.0275146868963541,"trial_mean_speed_mean","valence","iqr_out_2.5"
"between","trial_mean_speed_mean_between",-0.0681168843904148,0.95,-0.220298310732805,0.084064541951975,"trial_mean_speed_mean","valence","iqr_out_2.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_sd_speed_mean","valence","iqr_out_2.5"
"within","trial_sd_speed_mean_within",0.0134894728642948,0.95,-0.00745244374387521,0.0344313894724648,"trial_sd_speed_mean","valence","iqr_out_2.5"
"between","trial_sd_speed_mean_between",-0.102720000256531,0.95,-0.254335699971502,0.0488956994584399,"trial_sd_speed_mean","valence","iqr_out_2.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_sd_speed_sd","valence","iqr_out_2.5"
"within","trial_sd_speed_sd_within",0.0013010609445344,0.95,-0.0196428232469139,0.0222449451359827,"trial_sd_speed_sd","valence","iqr_out_2.5"
"between","trial_sd_speed_sd_between",-0.130196622653196,0.95,-0.281168660069212,0.0207754147628213,"trial_sd_speed_sd","valence","iqr_out_2.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_sd_abs_jerk_mean","valence","iqr_out_2.5"
"within","trial_sd_abs_jerk_mean_within",0.0166758158359089,0.95,-0.00426505258533393,0.0376166842571518,"trial_sd_abs_jerk_mean","valence","iqr_out_2.5"
"between","trial_sd_abs_jerk_mean_between",-0.0113445942959774,0.95,-0.163273022873629,0.140583834281675,"trial_sd_abs_jerk_mean","valence","iqr_out_2.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_sd_abs_jerk_sd","valence","iqr_out_2.5"
"within","trial_sd_abs_jerk_sd_within",-0.000381577094889604,0.95,-0.0213254067782729,0.0205622525884937,"trial_sd_abs_jerk_sd","valence","iqr_out_2.5"
"between","trial_sd_abs_jerk_sd_between",-0.000926664384349013,0.95,-0.152851219238066,0.150997890469368,"trial_sd_abs_jerk_sd","valence","iqr_out_2.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_mean_angle_mean","valence","iqr_out_2.5"
"within","trial_mean_angle_mean_within",0.00853719834649969,0.95,-0.0124058765187746,0.0294802732117739,"trial_mean_angle_mean","valence","iqr_out_2.5"
"between","trial_mean_angle_mean_between",-0.0608343712238735,0.95,-0.212806892242965,0.0911381497952177,"trial_mean_angle_mean","valence","iqr_out_2.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_sd_angle_mean","valence","iqr_out_2.5"
"within","trial_sd_angle_mean_within",-0.00100165144631358,0.95,-0.0219454786466422,0.019942175754015,"trial_sd_angle_mean","valence","iqr_out_2.5"
"between","trial_sd_angle_mean_between",-0.0302818863126217,0.95,-0.182666007462471,0.122102234837228,"trial_sd_angle_mean","valence","iqr_out_2.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_mean_angle_sd","valence","iqr_out_2.5"
"within","trial_mean_angle_sd_within",-0.000228732439081751,0.95,-0.0211726324846329,0.0207151676064694,"trial_mean_angle_sd","valence","iqr_out_2.5"
"between","trial_mean_angle_sd_between",-0.0979903876472072,0.95,-0.249345563290648,0.0533647879962335,"trial_mean_angle_sd","valence","iqr_out_2.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_sd_angle_sd","valence","iqr_out_2.5"
"within","trial_sd_angle_sd_within",0.0126234406108393,0.95,-0.00831872926092009,0.0335656104825987,"trial_sd_angle_sd","valence","iqr_out_2.5"
"between","trial_sd_angle_sd_between",-0.181500360939938,0.95,-0.331034632825682,-0.031966089054195,"trial_sd_angle_sd","valence","iqr_out_2.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_sd_x_flips","valence","iqr_out_2.5"
"within","trial_sd_x_flips_within",0.00361682545117799,0.95,-0.0173268800387848,0.0245605309411408,"trial_sd_x_flips","valence","iqr_out_2.5"
"between","trial_sd_x_flips_between",-0.0203282664639054,0.95,-0.172346339014162,0.131689806086351,"trial_sd_x_flips","valence","iqr_out_2.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_sd_y_flips","valence","iqr_out_2.5"
"within","trial_sd_y_flips_within",0.0079636605046944,0.95,-0.0129795052291003,0.0289068262384891,"trial_sd_y_flips","valence","iqr_out_2.5"
"between","trial_sd_y_flips_between",-0.0959910425888956,0.95,-0.247362797521135,0.0553807123433433,"trial_sd_y_flips","valence","iqr_out_2.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"clicks","arousal","iqr_out_3.5"
"within","clicks_within",-0.000479818244529809,0.95,-0.0205649757139359,0.0196053392248763,"clicks","arousal","iqr_out_3.5"
"between","clicks_between",-0.225853601158736,0.95,-0.374964055481462,-0.0767431468360111,"clicks","arousal","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"task_angle_sd","arousal","iqr_out_3.5"
"within","task_angle_sd_within",-0.0306254182627041,0.95,-0.0507008635451391,-0.0105499729802691,"task_angle_sd","arousal","iqr_out_3.5"
"between","task_angle_sd_between",-0.163952354479319,0.95,-0.314283966426722,-0.0136207425319153,"task_angle_sd","arousal","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"task_x_flips","arousal","iqr_out_3.5"
"within","task_x_flips_within",-0.0443719109742844,0.95,-0.0644367536197766,-0.0243070683287923,"task_x_flips","arousal","iqr_out_3.5"
"between","task_x_flips_between",-0.0597227455689301,0.95,-0.211905196986093,0.0924597058482332,"task_x_flips","arousal","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"task_y_flips","arousal","iqr_out_3.5"
"within","task_y_flips_within",-0.035428357283322,0.95,-0.0555004813220787,-0.0153562332445654,"task_y_flips","arousal","iqr_out_3.5"
"between","task_y_flips_between",-0.127580985086965,0.95,-0.278719287653603,0.0235573174796726,"task_y_flips","arousal","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_mean_duration","arousal","iqr_out_3.5"
"within","trial_mean_duration_within",0.0228488602847307,0.95,0.00276924469706919,0.0429284758723922,"trial_mean_duration","arousal","iqr_out_3.5"
"between","trial_mean_duration_between",0.188286532487091,0.95,0.0386091634246076,0.337963901549573,"trial_mean_duration","arousal","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_sd_duration","arousal","iqr_out_3.5"
"within","trial_sd_duration_within",-0.00550892438027776,0.95,-0.025593565228978,0.0145757164684225,"trial_sd_duration","arousal","iqr_out_3.5"
"between","trial_sd_duration_between",0.111431753822136,0.95,-0.0402361613882687,0.263099669032542,"trial_sd_duration","arousal","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_mean_trial_move_offset","arousal","iqr_out_3.5"
"within","trial_mean_trial_move_offset_within",0.0447635988025207,0.95,0.0246991557992279,0.0648280418058135,"trial_mean_trial_move_offset","arousal","iqr_out_3.5"
"between","trial_mean_trial_move_offset_between",0.136476351126013,0.95,-0.0143947316823364,0.287347433934363,"trial_mean_trial_move_offset","arousal","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_sd_trial_move_offset","arousal","iqr_out_3.5"
"within","trial_sd_trial_move_offset_within",0.011030029825296,0.95,-0.00905367485465879,0.0311137345052507,"trial_sd_trial_move_offset","arousal","iqr_out_3.5"
"between","trial_sd_trial_move_offset_between",0.137533950750954,0.95,-0.0138079795879892,0.288875881089897,"trial_sd_trial_move_offset","arousal","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_mean_total_dist","arousal","iqr_out_3.5"
"within","trial_mean_total_dist_within",-0.0458982285418308,0.95,-0.0659616145625252,-0.0258348425211364,"trial_mean_total_dist","arousal","iqr_out_3.5"
"between","trial_mean_total_dist_between",-0.0467556931100833,0.95,-0.199224934187688,0.105713547967522,"trial_mean_total_dist","arousal","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_sd_total_dist","arousal","iqr_out_3.5"
"within","trial_sd_total_dist_within",-0.00758646002387007,0.95,-0.0276707966587871,0.0124978766110469,"trial_sd_total_dist","arousal","iqr_out_3.5"
"between","trial_sd_total_dist_between",-0.0564590932072939,0.95,-0.208945786432607,0.0960276000180196,"trial_sd_total_dist","arousal","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_sd_distance_overshoot","arousal","iqr_out_3.5"
"within","trial_sd_distance_overshoot_within",-0.045364489547221,0.95,-0.0654284891594536,-0.0253004899349883,"trial_sd_distance_overshoot","arousal","iqr_out_3.5"
"between","trial_sd_distance_overshoot_between",-0.14449131889344,0.95,-0.295414835165954,0.00643219737907283,"trial_sd_distance_overshoot","arousal","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_sd_speed_mean","arousal","iqr_out_3.5"
"within","trial_sd_speed_mean_within",-0.0151572153516058,0.95,-0.0352397651758068,0.00492533447259524,"trial_sd_speed_mean","arousal","iqr_out_3.5"
"between","trial_sd_speed_mean_between",-0.152745067805039,0.95,-0.303694812351081,-0.00179532325899668,"trial_sd_speed_mean","arousal","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_sd_speed_sd","arousal","iqr_out_3.5"
"within","trial_sd_speed_sd_within",-0.0102116735352473,0.95,-0.0302955504951247,0.00987220342463017,"trial_sd_speed_sd","arousal","iqr_out_3.5"
"between","trial_sd_speed_sd_between",-0.174619602483716,0.95,-0.32498875638251,-0.0242504485849224,"trial_sd_speed_sd","arousal","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_sd_abs_jerk_sd","arousal","iqr_out_3.5"
"within","trial_sd_abs_jerk_sd_within",-0.0252049190510402,0.95,-0.0452834104406013,-0.005126427661479,"trial_sd_abs_jerk_sd","arousal","iqr_out_3.5"
"between","trial_sd_abs_jerk_sd_between",-0.0610464899818485,0.95,-0.212932102093959,0.0908391221302623,"trial_sd_abs_jerk_sd","arousal","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_mean_angle_mean","arousal","iqr_out_3.5"
"within","trial_mean_angle_mean_within",-0.0402222321804528,0.95,-0.0602907030012016,-0.0201537613597039,"trial_mean_angle_mean","arousal","iqr_out_3.5"
"between","trial_mean_angle_mean_between",-0.129945946451642,0.95,-0.281178220025589,0.0212863271223051,"trial_mean_angle_mean","arousal","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_sd_angle_mean","arousal","iqr_out_3.5"
"within","trial_sd_angle_mean_within",0.00706511204297167,0.95,-0.0130193488158972,0.0271495729018405,"trial_sd_angle_mean","arousal","iqr_out_3.5"
"between","trial_sd_angle_mean_between",-0.128657045070563,0.95,-0.280038203668646,0.02272411352752,"trial_sd_angle_mean","arousal","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_mean_angle_sd","arousal","iqr_out_3.5"
"within","trial_mean_angle_sd_within",-0.0310263316834359,0.95,-0.0511015202971652,-0.0109511430697066,"trial_mean_angle_sd","arousal","iqr_out_3.5"
"between","trial_mean_angle_sd_between",-0.144183862025005,0.95,-0.294981418522334,0.00661369447232254,"trial_mean_angle_sd","arousal","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_sd_angle_sd","arousal","iqr_out_3.5"
"within","trial_sd_angle_sd_within",0.00634926547715291,0.95,-0.0137352302575237,0.0264337612118295,"trial_sd_angle_sd","arousal","iqr_out_3.5"
"between","trial_sd_angle_sd_between",-0.190359259978642,0.95,-0.339969181179536,-0.0407493387777483,"trial_sd_angle_sd","arousal","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_sd_x_flips","arousal","iqr_out_3.5"
"within","trial_sd_x_flips_within",-0.0264335524810985,0.95,-0.0465113596974307,-0.00635574526476627,"trial_sd_x_flips","arousal","iqr_out_3.5"
"between","trial_sd_x_flips_between",-0.0016818161060008,0.95,-0.154060053235006,0.150696421023005,"trial_sd_x_flips","arousal","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_sd_y_flips","arousal","iqr_out_3.5"
"within","trial_sd_y_flips_within",-0.00804962130313012,0.95,-0.0281339265579787,0.0120346839517185,"trial_sd_y_flips","arousal","iqr_out_3.5"
"between","trial_sd_y_flips_between",-0.100964981103224,0.95,-0.252406839506305,0.0504768772998573,"trial_sd_y_flips","arousal","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"clicks","valence","iqr_out_3.5"
"within","clicks_within",0.00659254247325941,0.95,-0.0134921719715755,0.0266772569180943,"clicks","valence","iqr_out_3.5"
"between","clicks_between",-0.240512001792501,0.95,-0.388416110110727,-0.0926078934742752,"clicks","valence","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"task_angle_sd","valence","iqr_out_3.5"
"within","task_angle_sd_within",0.00555350113810537,0.95,-0.0145312047339217,0.0256382070101324,"task_angle_sd","valence","iqr_out_3.5"
"between","task_angle_sd_between",-0.11437621249139,0.95,-0.265265988184947,0.0365135632021678,"task_angle_sd","valence","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"task_x_flips","valence","iqr_out_3.5"
"within","task_x_flips_within",-0.00342116152109198,0.95,-0.0235060243716584,0.0166637013294745,"task_x_flips","valence","iqr_out_3.5"
"between","task_x_flips_between",-0.0509137084698654,0.95,-0.202658620319501,0.10083120337977,"task_x_flips","valence","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"task_y_flips","valence","iqr_out_3.5"
"within","task_y_flips_within",0.01446420846004,0.95,-0.00561860872716182,0.0345470256472419,"task_y_flips","valence","iqr_out_3.5"
"between","task_y_flips_between",-0.112914875646155,0.95,-0.263839612110713,0.0380098608184022,"task_y_flips","valence","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_mean_duration","valence","iqr_out_3.5"
"within","trial_mean_duration_within",0.00516818304415299,0.95,-0.0149165452749002,0.0252529113632062,"trial_mean_duration","valence","iqr_out_3.5"
"between","trial_mean_duration_between",0.132572482140538,0.95,-0.0179588560042783,0.283103820285355,"trial_mean_duration","valence","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_sd_duration","valence","iqr_out_3.5"
"within","trial_sd_duration_within",0.0093196867273687,0.95,-0.0107643844050747,0.0294037578598121,"trial_sd_duration","valence","iqr_out_3.5"
"between","trial_sd_duration_between",0.0190131025237566,0.95,-0.13300565764871,0.171031862696224,"trial_sd_duration","valence","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_mean_trial_move_offset","valence","iqr_out_3.5"
"within","trial_mean_trial_move_offset_within",-0.00662742599032389,0.95,-0.0267119301235717,0.0134570781429239,"trial_mean_trial_move_offset","valence","iqr_out_3.5"
"between","trial_mean_trial_move_offset_between",0.0915006006068326,0.95,-0.059685695655594,0.242686896869259,"trial_mean_trial_move_offset","valence","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_sd_trial_move_offset","valence","iqr_out_3.5"
"within","trial_sd_trial_move_offset_within",0.00589784204289291,0.95,-0.014186742718508,0.0259824268042939,"trial_sd_trial_move_offset","valence","iqr_out_3.5"
"between","trial_sd_trial_move_offset_between",0.105437802536316,0.95,-0.0458976866232991,0.256773291695931,"trial_sd_trial_move_offset","valence","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_mean_total_dist","valence","iqr_out_3.5"
"within","trial_mean_total_dist_within",0.00465471727588212,0.95,-0.0154300137863817,0.0247394483381459,"trial_mean_total_dist","valence","iqr_out_3.5"
"between","trial_mean_total_dist_between",-0.0119793736571469,0.95,-0.164036594297567,0.140077846983274,"trial_mean_total_dist","valence","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_sd_total_dist","valence","iqr_out_3.5"
"within","trial_sd_total_dist_within",-0.00681701794730067,0.95,-0.026901489808004,0.0132674539134026,"trial_sd_total_dist","valence","iqr_out_3.5"
"between","trial_sd_total_dist_between",-0.041043265981404,0.95,-0.193048913854429,0.110962381891621,"trial_sd_total_dist","valence","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_sd_distance_overshoot","valence","iqr_out_3.5"
"within","trial_sd_distance_overshoot_within",0.0107551574345422,0.95,-0.00932867305649954,0.030838987925584,"trial_sd_distance_overshoot","valence","iqr_out_3.5"
"between","trial_sd_distance_overshoot_between",-0.13803288826656,0.95,-0.288575254528629,0.0125094779955103,"trial_sd_distance_overshoot","valence","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_sd_speed_mean","valence","iqr_out_3.5"
"within","trial_sd_speed_mean_within",0.0092366902410394,0.95,-0.010847395816705,0.0293207762987838,"trial_sd_speed_mean","valence","iqr_out_3.5"
"between","trial_sd_speed_mean_between",-0.11651565967015,0.95,-0.267595306233783,0.0345639868934839,"trial_sd_speed_mean","valence","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_sd_speed_sd","valence","iqr_out_3.5"
"within","trial_sd_speed_sd_within",0.00237446975384828,0.95,-0.0177104734124236,0.0224594129201201,"trial_sd_speed_sd","valence","iqr_out_3.5"
"between","trial_sd_speed_sd_between",-0.132598558152351,0.95,-0.283346051319064,0.0181489350143615,"trial_sd_speed_sd","valence","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_sd_abs_jerk_sd","valence","iqr_out_3.5"
"within","trial_sd_abs_jerk_sd_within",0.00166861001149083,0.95,-0.0184163087573006,0.0217535287802822,"trial_sd_abs_jerk_sd","valence","iqr_out_3.5"
"between","trial_sd_abs_jerk_sd_between",0.00997937706737299,0.95,-0.141771659394213,0.161730413528958,"trial_sd_abs_jerk_sd","valence","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_mean_angle_mean","valence","iqr_out_3.5"
"within","trial_mean_angle_mean_within",0.0109915177094294,0.95,-0.00909221679745697,0.0310752522163158,"trial_mean_angle_mean","valence","iqr_out_3.5"
"between","trial_mean_angle_mean_between",-0.0666009120845629,0.95,-0.218257561521601,0.0850557373524754,"trial_mean_angle_mean","valence","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_sd_angle_mean","valence","iqr_out_3.5"
"within","trial_sd_angle_mean_within",-0.00222902090305988,0.95,-0.022313919196568,0.0178558773904482,"trial_sd_angle_mean","valence","iqr_out_3.5"
"between","trial_sd_angle_mean_between",-0.0529056393284068,0.95,-0.204767264577653,0.0989559859208396,"trial_sd_angle_mean","valence","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_mean_angle_sd","valence","iqr_out_3.5"
"within","trial_mean_angle_sd_within",0.00051989819392978,0.95,-0.0195651022349495,0.020604898622809,"trial_mean_angle_sd","valence","iqr_out_3.5"
"between","trial_mean_angle_sd_between",-0.096322878124826,0.95,-0.247508485802774,0.0548627295531219,"trial_mean_angle_sd","valence","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_sd_angle_sd","valence","iqr_out_3.5"
"within","trial_sd_angle_sd_within",0.0130623484935344,0.95,-0.00702089455569841,0.0331455915427673,"trial_sd_angle_sd","valence","iqr_out_3.5"
"between","trial_sd_angle_sd_between",-0.172590112874563,0.95,-0.322182159664961,-0.0229980660841654,"trial_sd_angle_sd","valence","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_sd_x_flips","valence","iqr_out_3.5"
"within","trial_sd_x_flips_within",-4.46216683253418e-05,0.95,-0.0201295900295038,0.0200403466928532,"trial_sd_x_flips","valence","iqr_out_3.5"
"between","trial_sd_x_flips_between",-0.0228025082132303,0.95,-0.174650229636934,0.129045213210473,"trial_sd_x_flips","valence","iqr_out_3.5"
"rewb-contextual","(Intercept)",0,0.95,0,0,"trial_sd_y_flips","valence","iqr_out_3.5"
"within","trial_sd_y_flips_within",0.00589468746918863,0.95,-0.0141899203480993,0.0259792952864766,"trial_sd_y_flips","valence","iqr_out_3.5"
"between","trial_sd_y_flips_between",-0.0963123299762288,0.95,-0.247388618460333,0.0547639585078753,"trial_sd_y_flips","valence","iqr_out_3.5"
